# y+ ()         
# Time          	patch           	min             	max             	average         
0.77            	airfoil	2.99992603e-06	2.76773275e-03	4.76665953e-04
0.775           	airfoil	1.04978117e-05	2.77116041e-03	4.79278559e-04
0.78            	airfoil	1.30954129e-05	2.77449505e-03	4.81869733e-04
0.785           	airfoil	1.19742299e-05	2.77773867e-03	4.84418330e-04
0.79            	airfoil	3.94336421e-06	2.78089365e-03	4.86952240e-04
0.795           	airfoil	3.76228570e-06	2.78396158e-03	4.89470629e-04
0.8             	airfoil	1.12126602e-05	2.78694432e-03	4.91864988e-04
0.805           	airfoil	8.30024334e-06	2.78984354e-03	4.94388716e-04
0.81            	airfoil	1.05404427e-05	2.79266078e-03	4.96964406e-04
0.815           	airfoil	9.84219079e-06	2.79539759e-03	4.99516588e-04
0.82            	airfoil	6.16546067e-06	2.81395735e-03	5.03309787e-04
0.825           	airfoil	1.79121488e-05	2.80986322e-03	5.05303387e-04
0.83            	airfoil	6.31577075e-06	2.80688451e-03	5.07229598e-04
0.835           	airfoil	1.97973474e-05	2.80664934e-03	5.09458604e-04
0.84            	airfoil	1.22890805e-05	2.80788150e-03	5.11779057e-04
0.845           	airfoil	8.47893559e-06	2.80971236e-03	5.14165459e-04
0.85            	airfoil	1.42171821e-05	2.81173918e-03	5.16572763e-04
0.855           	airfoil	1.16749392e-05	2.81379683e-03	5.18973638e-04
0.86            	airfoil	2.00542964e-05	2.81582188e-03	5.21394507e-04
0.865           	airfoil	1.73022583e-05	2.81779150e-03	5.23791015e-04
0.87            	airfoil	9.26713893e-06	2.81969837e-03	5.26168091e-04
0.875           	airfoil	6.66653943e-06	2.82154095e-03	5.28545915e-04
0.88            	airfoil	1.89048041e-05	2.82332020e-03	5.30930048e-04
0.885           	airfoil	9.72222866e-06	2.82503756e-03	5.33284362e-04
0.89            	airfoil	7.63869009e-06	2.82669475e-03	5.35634981e-04
0.895           	airfoil	8.83386460e-06	2.82829357e-03	5.37984952e-04
0.9             	airfoil	9.86603848e-06	2.82983565e-03	5.40334160e-04
0.905           	airfoil	5.47788650e-06	2.83132278e-03	5.42654432e-04
0.91            	airfoil	1.00801687e-05	2.83275653e-03	5.44954851e-04
0.915           	airfoil	1.48160816e-05	2.83413868e-03	5.47246188e-04
0.92            	airfoil	1.28661099e-05	2.83547083e-03	5.49519089e-04
0.925           	airfoil	9.83400628e-06	2.83675467e-03	5.51837541e-04
0.93            	airfoil	7.05945005e-06	2.83799192e-03	5.54147207e-04
0.935           	airfoil	1.77172651e-05	2.83918429e-03	5.56515433e-04
0.94            	airfoil	1.07116092e-05	2.84033354e-03	5.58910688e-04
0.945           	airfoil	1.81661545e-05	2.84144144e-03	5.61308606e-04
0.95            	airfoil	1.04361688e-05	2.84250978e-03	5.63707991e-04
0.955           	airfoil	9.94825708e-06	2.84354038e-03	5.66130644e-04
0.96            	airfoil	1.07346343e-05	2.84453513e-03	5.68548466e-04
0.965           	airfoil	1.14036549e-05	2.84549595e-03	5.70958691e-04
0.97            	airfoil	2.95337333e-06	2.82071512e-03	5.69496207e-04
0.975           	airfoil	1.12101159e-05	2.82438844e-03	5.71480354e-04
0.98            	airfoil	4.43063722e-06	2.82915856e-03	5.73852242e-04
0.985           	airfoil	7.16667117e-06	2.83186651e-03	5.76151964e-04
0.99            	airfoil	1.00387685e-05	2.83327726e-03	5.78388763e-04
0.995           	airfoil	1.72138461e-05	2.83410007e-03	5.80588742e-04
1               	airfoil	5.41780537e-06	2.83468949e-03	5.82752779e-04
1.005           	airfoil	1.19687284e-05	2.83519585e-03	5.84971984e-04
1.01            	airfoil	1.25236143e-05	2.83567790e-03	5.87199861e-04
1.015           	airfoil	1.25904874e-05	2.83615720e-03	5.89425867e-04
1.02            	airfoil	9.66331334e-06	2.83664110e-03	5.91629957e-04
1.025           	airfoil	1.20995777e-05	2.83713100e-03	5.93933265e-04
1.03            	airfoil	1.39712862e-05	2.83762705e-03	5.96245394e-04
1.035           	airfoil	6.14891742e-06	2.83812930e-03	5.98546538e-04
1.04            	airfoil	1.66310719e-05	2.83863718e-03	6.00854174e-04
1.045           	airfoil	9.77004648e-06	2.83915047e-03	6.03145534e-04
1.05            	airfoil	1.51699891e-05	2.83966913e-03	6.05464715e-04
1.055           	airfoil	1.61380502e-05	2.84019330e-03	6.07771033e-04
1.06            	airfoil	1.45730595e-05	2.84072326e-03	6.10071517e-04
1.065           	airfoil	5.53427492e-06	2.84125941e-03	6.12367633e-04
1.07            	airfoil	1.11090936e-05	2.84180188e-03	6.14673466e-04
1.075           	airfoil	1.43826265e-05	2.84235128e-03	6.16985273e-04
1.08            	airfoil	2.38562510e-05	2.84290808e-03	6.19301074e-04
1.085           	airfoil	1.70528562e-05	2.84347316e-03	6.21599244e-04
1.09            	airfoil	5.22627881e-06	2.84404640e-03	6.23878774e-04
1.095           	airfoil	1.23376633e-05	2.87078038e-03	6.30575198e-04
1.1             	airfoil	1.61776227e-05	2.86840327e-03	6.33196930e-04
1.105           	airfoil	1.12351867e-05	2.86500959e-03	6.35354018e-04
1.11            	airfoil	1.43950365e-05	2.86372922e-03	6.37633701e-04
1.115           	airfoil	1.08269931e-05	2.86376011e-03	6.40009877e-04
1.12            	airfoil	1.58578033e-05	2.86437659e-03	6.42431534e-04
1.125           	airfoil	5.94846477e-06	2.84881827e-03	6.42859155e-04
1.13            	airfoil	1.17352235e-05	2.85686548e-03	6.46231503e-04
1.135           	airfoil	2.08608492e-05	2.86338380e-03	6.49405498e-04
1.14            	airfoil	1.03044793e-05	2.86696020e-03	6.52186610e-04
1.145           	airfoil	7.39121198e-06	2.86897811e-03	6.54767819e-04
1.15            	airfoil	1.21800293e-05	2.87032603e-03	6.57234309e-04
1.155           	airfoil	1.19297091e-05	2.87140830e-03	6.59670104e-04
1.16            	airfoil	2.09634318e-05	2.87239034e-03	6.62074619e-04
1.165           	airfoil	2.02066730e-05	2.87333659e-03	6.64459404e-04
1.17            	airfoil	8.70845346e-06	2.87427188e-03	6.66831605e-04
1.175           	airfoil	2.46751184e-05	2.87520573e-03	6.69214721e-04
1.18            	airfoil	1.79994729e-05	2.87614091e-03	6.71581327e-04
1.185           	airfoil	1.12182961e-05	2.87707898e-03	6.73942840e-04
1.19            	airfoil	1.17027271e-05	2.87802034e-03	6.76316461e-04
1.195           	airfoil	1.99037733e-05	2.87896505e-03	6.78675691e-04
1.2             	airfoil	1.74795169e-05	2.87991296e-03	6.81016642e-04
1.205           	airfoil	7.47751435e-06	2.88086378e-03	6.83350618e-04
1.21            	airfoil	1.87425271e-05	2.88181806e-03	6.85691682e-04
1.215           	airfoil	2.66726347e-05	2.88277542e-03	6.88020996e-04
1.22            	airfoil	3.80536560e-06	2.88373578e-03	6.90324588e-04
1.225           	airfoil	1.73809989e-05	2.88469910e-03	6.92647053e-04
1.23            	airfoil	5.21876955e-06	2.88566526e-03	6.94931935e-04
1.235           	airfoil	3.23289814e-06	2.88663442e-03	6.97205751e-04
1.24            	airfoil	1.46650872e-05	2.88760639e-03	6.99516242e-04
1.245           	airfoil	1.39181635e-05	2.88858110e-03	7.01792159e-04
1.25            	airfoil	1.02588093e-05	2.88955847e-03	7.04053985e-04
1.255           	airfoil	2.21399727e-05	2.89053842e-03	7.06287643e-04
1.26            	airfoil	1.70589947e-05	2.89152084e-03	7.08490165e-04
1.265           	airfoil	1.91094225e-05	2.89250558e-03	7.10690915e-04
1.27            	airfoil	1.35646862e-05	2.89349245e-03	7.12857592e-04
1.275           	airfoil	2.00040485e-05	2.89448128e-03	7.15011270e-04
1.28            	airfoil	1.39520655e-05	2.89547191e-03	7.17362194e-04
1.285           	airfoil	2.62687658e-06	2.89646426e-03	7.19655586e-04
1.29            	airfoil	1.42760937e-05	2.89745798e-03	7.21954275e-04
1.295           	airfoil	3.18858687e-06	2.89845311e-03	7.24206323e-04
1.3             	airfoil	1.97637697e-05	2.89944957e-03	7.26481426e-04
1.305           	airfoil	2.23593020e-05	2.90044728e-03	7.28740868e-04
1.31            	airfoil	2.29679307e-05	2.90144611e-03	7.31006119e-04
1.315           	airfoil	1.17291039e-05	2.90244590e-03	7.33251810e-04
1.32            	airfoil	1.56233142e-05	2.90344645e-03	7.35513458e-04
1.325           	airfoil	6.27964800e-06	2.90444790e-03	7.37731986e-04
1.33            	airfoil	3.84686779e-06	2.90545012e-03	7.40003289e-04
1.335           	airfoil	6.15716872e-06	2.90645318e-03	7.42259965e-04
1.34            	airfoil	7.97032261e-06	2.90745672e-03	7.44487734e-04
1.345           	airfoil	1.65458819e-05	2.90846097e-03	7.46731470e-04
1.35            	airfoil	1.35182001e-05	2.90946598e-03	7.48960833e-04
1.355           	airfoil	1.95287049e-05	2.91047183e-03	7.51237793e-04
1.36            	airfoil	2.10911407e-05	2.91147859e-03	7.53509831e-04
1.365           	airfoil	2.08044340e-05	2.91248637e-03	7.55789697e-04
1.37            	airfoil	1.30417600e-05	2.91349528e-03	7.58118479e-04
1.375           	airfoil	2.14174965e-05	2.91450541e-03	7.60468881e-04
1.38            	airfoil	1.25719092e-05	2.91551689e-03	7.62821092e-04
1.385           	airfoil	1.52858674e-05	2.91652984e-03	7.65209000e-04
1.39            	airfoil	1.12940522e-05	2.91754434e-03	7.67589721e-04
1.395           	airfoil	8.86514681e-06	2.91856039e-03	7.69970681e-04
1.4             	airfoil	7.30829837e-06	2.91957850e-03	7.72409221e-04
1.405           	airfoil	2.86187136e-05	2.92059853e-03	7.74866643e-04
1.41            	airfoil	2.39240124e-05	2.92162059e-03	7.77309642e-04
1.415           	airfoil	3.16411995e-05	2.92264474e-03	7.79775996e-04
1.42            	airfoil	2.10034784e-05	2.92367109e-03	7.82245546e-04
1.425           	airfoil	7.65895924e-06	2.92469973e-03	7.84709496e-04
1.43            	airfoil	1.15580107e-05	2.92573072e-03	7.87170821e-04
1.435           	airfoil	1.10476320e-05	2.92676410e-03	7.89685928e-04
1.44            	airfoil	1.20137358e-05	2.92779989e-03	7.92174791e-04
1.445           	airfoil	1.97897739e-05	2.92883815e-03	7.94708285e-04
1.45            	airfoil	1.85152355e-05	2.92987904e-03	7.97288672e-04
1.455           	airfoil	2.29224364e-05	2.93092257e-03	7.99865245e-04
1.46            	airfoil	1.04651317e-05	2.93196853e-03	8.02440992e-04
1.465           	airfoil	8.96734551e-06	2.93301690e-03	8.05038898e-04
1.47            	airfoil	1.15735738e-05	2.93406788e-03	8.07675457e-04
1.475           	airfoil	1.94231038e-06	2.93512121e-03	8.10264974e-04
1.48            	airfoil	1.36515894e-06	2.93617688e-03	8.12941815e-04
1.485           	airfoil	2.15630695e-05	2.93723483e-03	8.15742255e-04
1.49            	airfoil	3.59207862e-05	2.93829497e-03	8.18503356e-04
1.495           	airfoil	4.37118116e-05	2.93935723e-03	8.21246873e-04
1.5             	airfoil	5.43669200e-05	2.94042152e-03	8.23969496e-04
1.505           	airfoil	2.53726015e-05	2.94148775e-03	8.26653812e-04
1.51            	airfoil	6.57226160e-05	2.94255583e-03	8.29358488e-04
1.515           	airfoil	1.63958382e-05	2.94362568e-03	8.32009788e-04
1.52            	airfoil	6.91039254e-05	2.94469723e-03	8.34698729e-04
1.525           	airfoil	1.65063928e-05	2.94577040e-03	8.37320219e-04
1.53            	airfoil	6.96480016e-05	2.94684515e-03	8.39981720e-04
1.535           	airfoil	3.39563435e-05	2.94792143e-03	8.42584110e-04
1.54            	airfoil	6.36582525e-05	2.94899920e-03	8.45204425e-04
1.545           	airfoil	4.72424424e-05	2.95007842e-03	8.47787738e-04
1.55            	airfoil	5.54114724e-05	2.95115909e-03	8.50370281e-04
1.555           	airfoil	6.62627383e-05	2.95224121e-03	8.52937735e-04
1.56            	airfoil	3.18310634e-05	2.95332479e-03	8.55467429e-04
1.565           	airfoil	8.03568662e-05	2.95440987e-03	8.58023015e-04
1.57            	airfoil	4.09842173e-05	2.95549648e-03	8.60525699e-04
1.575           	airfoil	6.23366181e-05	2.95658471e-03	8.63042910e-04
1.58            	airfoil	6.65062983e-05	2.95767463e-03	8.65532013e-04
1.585           	airfoil	3.60916834e-05	2.95876630e-03	8.67990061e-04
1.59            	airfoil	8.40950430e-05	2.95985982e-03	8.70481982e-04
1.595           	airfoil	5.40091005e-05	2.96095531e-03	8.72935155e-04
1.6             	airfoil	5.50998713e-05	2.96205290e-03	8.75389966e-04
1.605           	airfoil	8.48308001e-05	2.96315273e-03	8.77843889e-04
1.61            	airfoil	4.76821531e-05	2.96425493e-03	8.80252349e-04
1.615           	airfoil	6.27987620e-05	2.96535966e-03	8.82675830e-04
1.62            	airfoil	8.48996987e-05	2.96646710e-03	8.85091555e-04
1.625           	airfoil	5.06542701e-05	2.96757739e-03	8.87471064e-04
1.63            	airfoil	6.26643609e-05	2.96869070e-03	8.89863232e-04
1.635           	airfoil	8.49584683e-05	2.96980764e-03	8.92244126e-04
1.64            	airfoil	6.55717121e-05	2.97092805e-03	8.94589215e-04
1.645           	airfoil	4.95225475e-05	2.97205249e-03	8.96926518e-04
1.65            	airfoil	8.50070692e-05	2.97318183e-03	8.99284738e-04
1.655           	airfoil	8.50212690e-05	2.97431737e-03	9.01606476e-04
1.66            	airfoil	4.00285227e-05	2.97546092e-03	9.03885101e-04
1.665           	airfoil	7.38593049e-05	2.97661480e-03	9.06194642e-04
1.67            	airfoil	6.81140174e-05	2.97778187e-03	9.08496852e-04
1.675           	airfoil	8.50684145e-05	2.97896536e-03	9.10882853e-04
1.68            	airfoil	4.76866017e-05	2.98016897e-03	9.13218959e-04
1.685           	airfoil	7.16813174e-05	2.98139664e-03	9.15587516e-04
1.69            	airfoil	8.50952547e-05	2.98265257e-03	9.17957246e-04
1.695           	airfoil	8.51027311e-05	2.98394102e-03	9.20309772e-04
1.7             	airfoil	8.51095856e-05	2.98526619e-03	9.22656107e-04
1.705           	airfoil	4.83346581e-05	2.98663225e-03	9.24992346e-04
1.71            	airfoil	7.46166179e-05	2.98804312e-03	9.27391155e-04
1.715           	airfoil	8.51260745e-05	2.98950235e-03	9.29810766e-04
1.72            	airfoil	8.51300625e-05	2.99181420e-03	9.32242057e-04
1.725           	airfoil	8.51332623e-05	2.99490806e-03	9.34691784e-04
1.73            	airfoil	8.51357298e-05	2.99805646e-03	9.37157437e-04
1.735           	airfoil	1.82992900e-05	3.00125983e-03	9.39620989e-04
1.74            	airfoil	8.51381908e-05	3.00451809e-03	9.42215969e-04
1.745           	airfoil	8.51381486e-05	3.00783078e-03	9.44812500e-04
1.75            	airfoil	8.51371518e-05	3.01119706e-03	9.47418247e-04
1.755           	airfoil	8.51351547e-05	3.01461553e-03	9.50041513e-04
1.76            	airfoil	8.51322277e-05	3.01808471e-03	9.52688668e-04
1.765           	airfoil	6.35331138e-05	3.02160283e-03	9.55354518e-04
1.77            	airfoil	6.91072209e-05	3.02516805e-03	9.58088157e-04
1.775           	airfoil	8.51169466e-05	3.02877841e-03	9.60872353e-04
1.78            	airfoil	8.51094356e-05	3.03243164e-03	9.63666455e-04
1.785           	airfoil	8.51005886e-05	3.03612526e-03	9.66473850e-04
1.79            	airfoil	8.50903331e-05	3.03985692e-03	9.69296421e-04
1.795           	airfoil	7.91695799e-05	3.04362410e-03	9.72128812e-04
1.8             	airfoil	5.57783986e-05	3.04742439e-03	9.74994831e-04
1.805           	airfoil	8.50489663e-05	3.05125674e-03	9.77943991e-04
1.81            	airfoil	8.50323521e-05	3.05511443e-03	9.80902745e-04
1.815           	airfoil	8.50140751e-05	3.05899715e-03	9.83866505e-04
1.82            	airfoil	8.49941461e-05	3.06290242e-03	9.86828127e-04
1.825           	airfoil	8.49726586e-05	3.06682767e-03	9.89790688e-04
1.83            	airfoil	8.49495386e-05	3.07077059e-03	9.92755206e-04
1.835           	airfoil	8.49244829e-05	3.07472900e-03	9.95719230e-04
1.84            	airfoil	4.21710849e-05	3.07870080e-03	9.98682562e-04
1.845           	airfoil	8.48690048e-05	3.08268399e-03	1.00174512e-03
1.85            	airfoil	8.48387577e-05	3.08667664e-03	1.00479019e-03
1.855           	airfoil	8.48068355e-05	3.09067693e-03	1.00783079e-03
1.86            	airfoil	8.47732063e-05	3.09468315e-03	1.01086618e-03
1.865           	airfoil	8.47379036e-05	3.09869371e-03	1.01389281e-03
1.87            	airfoil	8.47007992e-05	3.10270706e-03	1.01690641e-03
1.875           	airfoil	8.46618416e-05	3.10672174e-03	1.01989450e-03
1.88            	airfoil	8.46213981e-05	3.11073634e-03	1.02286410e-03
1.885           	airfoil	6.56080559e-05	3.11474955e-03	1.02579921e-03
