# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
0.005         	smoothSolver	1.000000e+00	7.703170e-02	2	1.000000e+00	8.441820e-02	2	false	GAMG	1.000000e+00	9.827810e-03	12	true
0.01          	smoothSolver	1.400480e-01	9.097490e-03	6	3.347230e-01	2.494420e-02	4	false	GAMG	1.305080e-02	1.143430e-04	11	true
0.015         	smoothSolver	2.008620e-02	1.471790e-03	5	1.973630e-01	1.635600e-02	4	false	GAMG	8.931250e-02	5.962900e-04	6	true
0.02          	smoothSolver	7.655080e-03	5.555220e-04	5	1.106470e-01	8.092040e-03	5	false	GAMG	1.377020e-01	1.133540e-03	5	true
0.025         	smoothSolver	5.474680e-03	4.701700e-04	5	8.872200e-02	7.847680e-03	5	false	GAMG	1.022300e-01	5.920900e-04	5	true
0.03          	smoothSolver	4.581870e-03	4.300980e-04	5	7.799080e-02	7.504570e-03	5	false	GAMG	9.262300e-02	5.307490e-04	5	true
0.035         	smoothSolver	4.122580e-03	4.062950e-04	5	6.986050e-02	4.468350e-03	6	false	GAMG	8.517690e-02	5.271900e-04	5	true
0.04          	smoothSolver	3.865880e-03	2.488200e-04	6	6.266680e-02	4.096200e-03	6	false	GAMG	7.683540e-02	5.137010e-04	5	true
0.045         	smoothSolver	3.611710e-03	2.379560e-04	6	5.788900e-02	3.861470e-03	6	false	GAMG	6.953040e-02	5.227220e-04	5	true
0.05          	smoothSolver	3.422120e-03	2.298330e-04	6	5.386950e-02	3.638850e-03	6	false	GAMG	6.335130e-02	5.294460e-04	5	true
0.055         	smoothSolver	3.279070e-03	2.232970e-04	6	5.046610e-02	3.433430e-03	6	false	GAMG	5.786020e-02	5.255440e-04	5	true
0.06          	smoothSolver	3.168190e-03	2.174370e-04	6	4.754710e-02	3.242970e-03	6	false	GAMG	5.335170e-02	5.127060e-04	5	true
0.065         	smoothSolver	3.072690e-03	2.117740e-04	6	4.492910e-02	3.060290e-03	6	false	GAMG	4.969160e-02	4.931610e-04	5	true
0.07          	smoothSolver	2.991760e-03	2.064980e-04	6	4.269350e-02	2.891500e-03	6	false	GAMG	4.656530e-02	2.679030e-04	6	true
0.075         	smoothSolver	2.921620e-03	2.014560e-04	6	4.082260e-02	2.750350e-03	6	false	GAMG	4.374570e-02	2.554670e-04	6	true
0.08          	smoothSolver	2.855670e-03	1.974190e-04	6	3.945640e-02	2.646870e-03	6	false	GAMG	4.209550e-02	2.535630e-04	6	true
0.085         	smoothSolver	2.797200e-03	1.938260e-04	6	3.829430e-02	2.562060e-03	6	false	GAMG	4.076290e-02	2.498190e-04	6	true
0.09          	smoothSolver	2.744600e-03	1.906490e-04	6	3.719620e-02	2.487570e-03	6	false	GAMG	3.953750e-02	2.498270e-04	6	true
0.095         	smoothSolver	2.694620e-03	1.875810e-04	6	3.620090e-02	2.419760e-03	6	false	GAMG	3.813960e-02	2.520580e-04	6	true
0.1           	smoothSolver	2.644610e-03	1.846070e-04	6	3.535930e-02	2.360940e-03	6	false	GAMG	3.679210e-02	2.613870e-04	6	true
0.105         	smoothSolver	2.597350e-03	1.814900e-04	6	3.455930e-02	2.302410e-03	6	false	GAMG	3.529830e-02	2.666430e-04	6	true
0.11          	smoothSolver	2.556970e-03	1.783730e-04	6	3.383250e-02	2.252580e-03	6	false	GAMG	3.400490e-02	2.764940e-04	6	true
0.115         	smoothSolver	2.515500e-03	1.751500e-04	6	3.321440e-02	2.210680e-03	6	false	GAMG	3.279730e-02	2.787570e-04	6	true
0.12          	smoothSolver	2.481860e-03	1.720170e-04	6	3.264330e-02	2.178290e-03	6	false	GAMG	3.182510e-02	2.769160e-04	6	true
0.125         	smoothSolver	2.447200e-03	1.690330e-04	6	3.215810e-02	2.158630e-03	6	false	GAMG	3.101750e-02	2.862200e-04	6	true
0.13          	smoothSolver	2.416430e-03	1.664110e-04	6	3.170600e-02	2.142330e-03	6	false	GAMG	3.010380e-02	2.753890e-04	6	true
0.135         	smoothSolver	2.386790e-03	1.640460e-04	6	3.134420e-02	2.130750e-03	6	false	GAMG	2.953190e-02	2.758050e-04	6	true
0.14          	smoothSolver	2.359280e-03	1.619150e-04	6	3.098100e-02	2.117690e-03	6	false	GAMG	2.895050e-02	2.665650e-04	6	true
0.145         	smoothSolver	2.335350e-03	1.599200e-04	6	3.064800e-02	2.102000e-03	6	false	GAMG	2.842580e-02	2.591220e-04	6	true
0.15          	smoothSolver	2.311970e-03	1.581490e-04	6	3.035190e-02	2.082560e-03	6	false	GAMG	2.786480e-02	2.552100e-04	6	true
0.155         	smoothSolver	2.293370e-03	1.564170e-04	6	3.005320e-02	2.059420e-03	6	false	GAMG	2.727430e-02	2.474400e-04	6	true
0.16          	smoothSolver	2.275040e-03	1.549450e-04	6	2.977950e-02	2.036320e-03	6	false	GAMG	2.697370e-02	2.447190e-04	6	true
0.165         	smoothSolver	2.260260e-03	1.536100e-04	6	2.948250e-02	2.011620e-03	6	false	GAMG	2.644970e-02	2.392100e-04	6	true
0.17          	smoothSolver	2.245340e-03	1.523510e-04	6	2.923450e-02	1.987960e-03	6	false	GAMG	2.607970e-02	2.357300e-04	6	true
0.175         	smoothSolver	2.232590e-03	1.512600e-04	6	2.898420e-02	1.965910e-03	6	false	GAMG	2.579960e-02	2.338310e-04	6	true
0.18          	smoothSolver	2.219470e-03	1.501950e-04	6	2.873310e-02	1.941840e-03	6	false	GAMG	2.546400e-02	2.299450e-04	6	true
0.185         	smoothSolver	2.208790e-03	1.493050e-04	6	2.849560e-02	1.918590e-03	6	false	GAMG	2.516610e-02	2.263900e-04	6	true
0.19          	smoothSolver	2.197320e-03	1.485310e-04	6	2.825880e-02	1.896140e-03	6	false	GAMG	2.489580e-02	2.236940e-04	6	true
0.195         	smoothSolver	2.187550e-03	1.478530e-04	6	2.801340e-02	1.874050e-03	6	false	GAMG	2.465030e-02	2.206940e-04	6	true
0.2           	smoothSolver	2.176120e-03	1.472070e-04	6	2.776830e-02	1.852730e-03	6	false	GAMG	2.438110e-02	2.191990e-04	6	true
0.205         	smoothSolver	2.165940e-03	1.466150e-04	6	2.753050e-02	1.830340e-03	6	false	GAMG	2.402640e-02	2.215980e-04	6	true
0.21          	smoothSolver	2.155670e-03	1.461030e-04	6	2.730350e-02	1.806720e-03	6	false	GAMG	2.364930e-02	2.202880e-04	6	true
0.215         	smoothSolver	2.145070e-03	1.456550e-04	6	2.708070e-02	1.783870e-03	6	false	GAMG	2.343680e-02	2.148440e-04	6	true
0.22          	smoothSolver	2.134960e-03	1.453040e-04	6	2.684290e-02	1.762680e-03	6	false	GAMG	2.323560e-02	2.095850e-04	6	true
0.225         	smoothSolver	2.126470e-03	1.449130e-04	6	2.660330e-02	1.742820e-03	6	false	GAMG	2.290290e-02	2.067180e-04	6	true
0.23          	smoothSolver	2.117580e-03	1.445240e-04	6	2.636140e-02	1.723940e-03	6	false	GAMG	2.267830e-02	2.043360e-04	6	true
0.235         	smoothSolver	2.108450e-03	1.440430e-04	6	2.612290e-02	1.705040e-03	6	false	GAMG	2.237870e-02	2.036520e-04	6	true
0.24          	smoothSolver	2.099240e-03	1.435690e-04	6	2.588080e-02	1.687450e-03	6	false	GAMG	2.207200e-02	2.001990e-04	6	true
0.245         	smoothSolver	2.090900e-03	1.430390e-04	6	2.560750e-02	1.671680e-03	6	false	GAMG	2.178400e-02	1.939650e-04	6	true
0.25          	smoothSolver	2.082350e-03	1.425610e-04	6	2.533750e-02	1.657980e-03	6	false	GAMG	2.145240e-02	1.863290e-04	6	true
0.255         	smoothSolver	2.073930e-03	1.420570e-04	6	2.505380e-02	1.644280e-03	6	false	GAMG	2.115900e-02	1.792480e-04	6	true
0.26          	smoothSolver	2.065600e-03	1.415540e-04	6	2.477640e-02	1.627530e-03	6	false	GAMG	2.084550e-02	1.712160e-04	6	true
0.265         	smoothSolver	2.057770e-03	1.410140e-04	6	2.449810e-02	1.609650e-03	6	false	GAMG	2.056300e-02	1.600420e-04	6	true
0.27          	smoothSolver	2.049940e-03	1.404370e-04	6	2.420290e-02	1.589920e-03	6	false	GAMG	2.023480e-02	1.503810e-04	6	true
0.275         	smoothSolver	2.042730e-03	1.398380e-04	6	2.388360e-02	1.568310e-03	6	false	GAMG	1.996620e-02	1.400080e-04	6	true
0.28          	smoothSolver	2.035930e-03	1.392740e-04	6	2.355240e-02	1.545660e-03	6	false	GAMG	1.970910e-02	1.299230e-04	6	true
0.285         	smoothSolver	2.028470e-03	1.387000e-04	6	2.323360e-02	1.522620e-03	6	false	GAMG	1.946250e-02	1.211210e-04	6	true
0.29          	smoothSolver	2.021210e-03	1.381450e-04	6	2.291530e-02	1.499370e-03	6	false	GAMG	1.928470e-02	1.144030e-04	6	true
0.295         	smoothSolver	2.014020e-03	1.374820e-04	6	2.256540e-02	1.477050e-03	6	false	GAMG	1.902800e-02	1.088940e-04	6	true
0.3           	smoothSolver	2.006830e-03	1.368120e-04	6	2.223060e-02	1.453800e-03	6	false	GAMG	1.873240e-02	1.043190e-04	6	true
0.305         	smoothSolver	1.999380e-03	1.361670e-04	6	2.190040e-02	1.432270e-03	6	false	GAMG	1.852000e-02	1.836300e-04	5	true
0.31          	smoothSolver	1.991960e-03	1.355030e-04	6	2.155550e-02	1.409430e-03	6	false	GAMG	1.837700e-02	1.785350e-04	5	true
0.315         	smoothSolver	1.984080e-03	1.348260e-04	6	2.122010e-02	1.387320e-03	6	false	GAMG	1.815030e-02	1.740420e-04	5	true
0.32          	smoothSolver	1.976330e-03	1.342190e-04	6	2.090780e-02	1.365490e-03	6	false	GAMG	1.795100e-02	1.685920e-04	5	true
0.325         	smoothSolver	1.967650e-03	1.335970e-04	6	2.058530e-02	1.344510e-03	6	false	GAMG	1.780150e-02	1.636670e-04	5	true
0.33          	smoothSolver	1.959070e-03	1.329600e-04	6	2.026660e-02	1.323910e-03	6	false	GAMG	1.758440e-02	1.581520e-04	5	true
0.335         	smoothSolver	1.949750e-03	1.323450e-04	6	1.995040e-02	1.305050e-03	6	false	GAMG	1.733670e-02	1.531430e-04	5	true
0.34          	smoothSolver	1.939950e-03	1.316730e-04	6	1.965590e-02	1.287110e-03	6	false	GAMG	1.713780e-02	1.496920e-04	5	true
0.345         	smoothSolver	1.930030e-03	1.309180e-04	6	1.933830e-02	1.270450e-03	6	false	GAMG	1.692450e-02	1.460140e-04	5	true
0.35          	smoothSolver	1.919580e-03	1.301960e-04	6	1.903380e-02	1.253830e-03	6	false	GAMG	1.670540e-02	1.418730e-04	5	true
0.355         	smoothSolver	1.909010e-03	1.294390e-04	6	1.873900e-02	1.236820e-03	6	false	GAMG	1.651410e-02	1.378640e-04	5	true
0.36          	smoothSolver	1.897490e-03	1.286240e-04	6	1.846150e-02	1.220520e-03	6	false	GAMG	1.629050e-02	1.360310e-04	5	true
0.365         	smoothSolver	1.885530e-03	1.278090e-04	6	1.819440e-02	1.204400e-03	6	false	GAMG	1.607720e-02	1.355590e-04	5	true
0.37          	smoothSolver	1.873950e-03	1.270130e-04	6	1.793550e-02	1.188020e-03	6	false	GAMG	1.590130e-02	1.344180e-04	5	true
0.375         	smoothSolver	1.861430e-03	1.262460e-04	6	1.769160e-02	1.173150e-03	6	false	GAMG	1.575770e-02	1.335210e-04	5	true
0.38          	smoothSolver	1.849110e-03	1.254660e-04	6	1.745160e-02	1.159680e-03	6	false	GAMG	1.562500e-02	1.328770e-04	5	true
0.385         	smoothSolver	1.836090e-03	1.246660e-04	6	1.722130e-02	1.147670e-03	6	false	GAMG	1.544960e-02	1.321190e-04	5	true
0.39          	smoothSolver	1.823110e-03	1.238480e-04	6	1.703140e-02	1.136010e-03	6	false	GAMG	1.531080e-02	1.307840e-04	5	true
0.395         	smoothSolver	1.809620e-03	1.230310e-04	6	1.683010e-02	1.125860e-03	6	false	GAMG	1.518920e-02	1.295310e-04	5	true
0.4           	smoothSolver	1.795520e-03	1.221840e-04	6	1.666970e-02	1.116190e-03	6	false	GAMG	1.503620e-02	1.291000e-04	5	true
0.405         	smoothSolver	1.781850e-03	1.213190e-04	6	1.651740e-02	1.107660e-03	6	false	GAMG	1.487380e-02	1.291240e-04	5	true
0.41          	smoothSolver	1.767660e-03	1.204390e-04	6	1.636120e-02	1.099670e-03	6	false	GAMG	1.471920e-02	1.285270e-04	5	true
0.415         	smoothSolver	1.753140e-03	1.195280e-04	6	1.622800e-02	1.091550e-03	6	false	GAMG	1.457030e-02	1.274630e-04	5	true
0.42          	smoothSolver	1.738970e-03	1.185920e-04	6	1.609830e-02	1.084550e-03	6	false	GAMG	1.444430e-02	1.263510e-04	5	true
0.425         	smoothSolver	1.724460e-03	1.176320e-04	6	1.599210e-02	1.077920e-03	6	false	GAMG	1.431950e-02	1.263460e-04	5	true
0.43          	smoothSolver	1.709920e-03	1.167000e-04	6	1.587160e-02	1.071840e-03	6	false	GAMG	1.419490e-02	1.261110e-04	5	true
0.435         	smoothSolver	1.695360e-03	1.157630e-04	6	1.575980e-02	1.065700e-03	6	false	GAMG	1.405450e-02	1.263160e-04	5	true
0.44          	smoothSolver	1.680530e-03	1.148470e-04	6	1.564320e-02	1.059900e-03	6	false	GAMG	1.390790e-02	1.261940e-04	5	true
0.445         	smoothSolver	1.665970e-03	1.139660e-04	6	1.553530e-02	1.053990e-03	6	false	GAMG	1.377240e-02	1.258810e-04	5	true
0.45          	smoothSolver	1.651710e-03	1.130830e-04	6	1.542440e-02	1.047770e-03	6	false	GAMG	1.364320e-02	1.255820e-04	5	true
0.455         	smoothSolver	1.637140e-03	1.122110e-04	6	1.531030e-02	1.041450e-03	6	false	GAMG	1.352180e-02	1.258270e-04	5	true
0.46          	smoothSolver	1.622760e-03	1.113410e-04	6	1.520230e-02	1.034590e-03	6	false	GAMG	1.340200e-02	1.253040e-04	5	true
0.465         	smoothSolver	1.608600e-03	1.104940e-04	6	1.508840e-02	1.027440e-03	6	false	GAMG	1.326980e-02	1.243190e-04	5	true
0.47          	smoothSolver	1.594280e-03	1.096310e-04	6	1.497550e-02	1.020190e-03	6	false	GAMG	1.313190e-02	1.234130e-04	5	true
0.475         	smoothSolver	1.580320e-03	1.087870e-04	6	1.485290e-02	1.012650e-03	6	false	GAMG	1.299730e-02	1.228480e-04	5	true
0.48          	smoothSolver	1.566400e-03	1.079530e-04	6	1.473790e-02	1.005270e-03	6	false	GAMG	1.286270e-02	1.222720e-04	5	true
0.485         	smoothSolver	1.552470e-03	1.071310e-04	6	1.461270e-02	9.982130e-04	6	false	GAMG	1.273870e-02	1.213610e-04	5	true
0.49          	smoothSolver	1.539090e-03	1.063020e-04	6	1.450120e-02	9.914100e-04	6	false	GAMG	1.261850e-02	1.200340e-04	5	true
0.495         	smoothSolver	1.525770e-03	1.054750e-04	6	1.438350e-02	9.848400e-04	6	false	GAMG	1.250510e-02	1.190670e-04	5	true
0.5           	smoothSolver	1.512460e-03	1.046500e-04	6	1.426540e-02	9.783240e-04	6	false	GAMG	1.241020e-02	1.178360e-04	5	true
0.505         	smoothSolver	1.499360e-03	1.038140e-04	6	1.414960e-02	9.718740e-04	6	false	GAMG	1.229780e-02	1.165810e-04	5	true
0.51          	smoothSolver	1.486380e-03	1.029760e-04	6	1.403640e-02	9.658720e-04	6	false	GAMG	1.218500e-02	1.149260e-04	5	true
0.515         	smoothSolver	1.473490e-03	1.021620e-04	6	1.392560e-02	9.600940e-04	6	false	GAMG	1.206230e-02	1.129120e-04	5	true
0.52          	smoothSolver	1.460970e-03	1.013470e-04	6	1.381310e-02	9.545560e-04	6	false	GAMG	1.193630e-02	1.108670e-04	5	true
0.525         	smoothSolver	1.448700e-03	1.005410e-04	6	1.371230e-02	9.496010e-04	6	false	GAMG	1.182010e-02	1.089990e-04	5	true
0.53          	smoothSolver	1.436190e-03	9.973840e-05	6	1.361130e-02	9.445550e-04	6	false	GAMG	1.170270e-02	1.072330e-04	5	true
0.535         	smoothSolver	1.423970e-03	9.895400e-05	6	1.351820e-02	9.396080e-04	6	false	GAMG	1.157500e-02	1.047120e-04	5	true
0.54          	smoothSolver	1.412210e-03	9.816600e-05	6	1.343550e-02	9.352830e-04	6	false	GAMG	1.142070e-02	1.020440e-04	5	true
0.545         	smoothSolver	1.400400e-03	9.738260e-05	6	1.334910e-02	9.315350e-04	6	false	GAMG	1.128170e-02	9.958460e-05	5	true
0.55          	smoothSolver	1.388840e-03	9.662640e-05	6	1.327750e-02	9.284230e-04	6	false	GAMG	1.113900e-02	9.730820e-05	5	true
0.555         	smoothSolver	1.377450e-03	9.589210e-05	6	1.321140e-02	9.258480e-04	6	false	GAMG	1.101620e-02	9.545240e-05	5	true
0.56          	smoothSolver	1.366060e-03	9.517020e-05	6	1.315650e-02	9.239480e-04	6	false	GAMG	1.090710e-02	9.357230e-05	5	true
0.565         	smoothSolver	1.354870e-03	9.446400e-05	6	1.310710e-02	9.227270e-04	6	false	GAMG	1.082170e-02	9.210720e-05	5	true
0.57          	smoothSolver	1.344090e-03	9.376650e-05	6	1.306810e-02	9.220840e-04	6	false	GAMG	1.074740e-02	9.078420e-05	5	true
0.575         	smoothSolver	1.333300e-03	9.309710e-05	6	1.304270e-02	9.214900e-04	6	false	GAMG	1.067230e-02	8.945110e-05	5	true
0.58          	smoothSolver	1.322610e-03	9.243410e-05	6	1.302470e-02	9.210960e-04	6	false	GAMG	1.059560e-02	8.818310e-05	5	true
0.585         	smoothSolver	1.312330e-03	9.179760e-05	6	1.301480e-02	9.211970e-04	6	false	GAMG	1.052140e-02	8.676320e-05	5	true
0.59          	smoothSolver	1.302020e-03	9.116520e-05	6	1.301450e-02	9.213010e-04	6	false	GAMG	1.045920e-02	8.552890e-05	5	true
0.595         	smoothSolver	1.291870e-03	9.055470e-05	6	1.301770e-02	9.214470e-04	6	false	GAMG	1.041290e-02	8.434900e-05	5	true
0.6           	smoothSolver	1.281970e-03	8.995030e-05	6	1.301720e-02	9.215110e-04	6	false	GAMG	1.036940e-02	8.319390e-05	5	true
0.605         	smoothSolver	1.272550e-03	8.934810e-05	6	1.301660e-02	9.212730e-04	6	false	GAMG	1.033030e-02	8.209260e-05	5	true
0.61          	smoothSolver	1.263050e-03	8.875750e-05	6	1.302270e-02	9.213540e-04	6	false	GAMG	1.028790e-02	8.119390e-05	5	true
0.615         	smoothSolver	1.253790e-03	8.818350e-05	6	1.303010e-02	9.215030e-04	6	false	GAMG	1.024480e-02	8.016350e-05	5	true
0.62          	smoothSolver	1.244770e-03	8.760970e-05	6	1.303710e-02	9.214510e-04	6	false	GAMG	1.021330e-02	7.917980e-05	5	true
0.625         	smoothSolver	1.235770e-03	8.704170e-05	6	1.304320e-02	9.214380e-04	6	false	GAMG	1.018530e-02	7.836130e-05	5	true
0.63          	smoothSolver	1.227000e-03	8.649010e-05	6	1.305140e-02	9.214460e-04	6	false	GAMG	1.015910e-02	7.758520e-05	5	true
0.635         	smoothSolver	1.218370e-03	8.594550e-05	6	1.305680e-02	9.216150e-04	6	false	GAMG	1.013930e-02	7.714420e-05	5	true
0.64          	smoothSolver	1.209810e-03	8.540210e-05	6	1.306660e-02	9.218080e-04	6	false	GAMG	1.012270e-02	7.688810e-05	5	true
0.645         	smoothSolver	1.201300e-03	8.486470e-05	6	1.307360e-02	9.218040e-04	6	false	GAMG	1.010150e-02	7.673260e-05	5	true
0.65          	smoothSolver	1.193060e-03	8.433100e-05	6	1.308280e-02	9.222590e-04	6	false	GAMG	1.008290e-02	7.663170e-05	5	true
0.655         	smoothSolver	1.185040e-03	8.381350e-05	6	1.309440e-02	9.225450e-04	6	false	GAMG	1.007340e-02	7.658740e-05	5	true
0.66          	smoothSolver	1.177110e-03	8.330410e-05	6	1.310830e-02	9.228060e-04	6	false	GAMG	1.003800e-02	7.630970e-05	5	true
0.665         	smoothSolver	1.169230e-03	8.279830e-05	6	1.312380e-02	9.231420e-04	6	false	GAMG	9.929610e-03	7.547490e-05	5	true
0.67          	smoothSolver	1.161590e-03	8.229700e-05	6	1.313920e-02	9.236750e-04	6	false	GAMG	9.818080e-03	7.455090e-05	5	true
0.675         	smoothSolver	1.153900e-03	8.179900e-05	6	1.315150e-02	9.241910e-04	6	false	GAMG	9.702130e-03	7.344120e-05	5	true
0.68          	smoothSolver	1.146280e-03	8.129870e-05	6	1.316750e-02	9.246580e-04	6	false	GAMG	9.574080e-03	7.213350e-05	5	true
0.685         	smoothSolver	1.138740e-03	8.080010e-05	6	1.318860e-02	9.255100e-04	6	false	GAMG	9.445710e-03	7.096610e-05	5	true
0.69          	smoothSolver	1.131330e-03	8.029840e-05	6	1.320940e-02	9.267130e-04	6	false	GAMG	9.328180e-03	6.978940e-05	5	true
0.695         	smoothSolver	1.123890e-03	7.980490e-05	6	1.323420e-02	9.281090e-04	6	false	GAMG	9.214410e-03	6.865670e-05	5	true
0.7           	smoothSolver	1.116500e-03	7.931260e-05	6	1.326110e-02	9.296670e-04	6	false	GAMG	9.116780e-03	6.757740e-05	5	true
0.705         	smoothSolver	1.109350e-03	7.882930e-05	6	1.329320e-02	9.313510e-04	6	false	GAMG	9.019770e-03	6.660830e-05	5	true
0.71          	smoothSolver	1.102300e-03	7.834530e-05	6	1.332360e-02	9.332590e-04	6	false	GAMG	8.924980e-03	6.570570e-05	5	true
0.715         	smoothSolver	1.095310e-03	7.787140e-05	6	1.335590e-02	9.350470e-04	6	false	GAMG	8.833570e-03	6.495430e-05	5	true
0.72          	smoothSolver	1.088410e-03	7.740650e-05	6	1.339300e-02	9.370940e-04	6	false	GAMG	8.737860e-03	6.428220e-05	5	true
0.725         	smoothSolver	1.081390e-03	7.693820e-05	6	1.342820e-02	9.387810e-04	6	false	GAMG	8.640250e-03	6.357960e-05	5	true
0.73          	smoothSolver	1.074630e-03	7.648070e-05	6	1.346370e-02	9.405440e-04	6	false	GAMG	8.539040e-03	6.295070e-05	5	true
0.735         	smoothSolver	1.067910e-03	7.602690e-05	6	1.349870e-02	9.424210e-04	6	false	GAMG	8.440430e-03	6.225560e-05	5	true
0.74          	smoothSolver	1.061080e-03	7.558080e-05	6	1.353330e-02	9.443070e-04	6	false	GAMG	8.348710e-03	6.153560e-05	5	true
0.745         	smoothSolver	1.054370e-03	7.513990e-05	6	1.356680e-02	9.461030e-04	6	false	GAMG	8.256230e-03	6.084330e-05	5	true
0.75          	smoothSolver	1.047940e-03	7.469960e-05	6	1.359860e-02	9.477710e-04	6	false	GAMG	8.170540e-03	6.027080e-05	5	true
0.755         	smoothSolver	1.041660e-03	7.427120e-05	6	1.362970e-02	9.494510e-04	6	false	GAMG	8.091440e-03	5.980380e-05	5	true
0.76          	smoothSolver	1.035410e-03	7.384810e-05	6	1.365760e-02	9.508310e-04	6	false	GAMG	8.008490e-03	5.938290e-05	5	true
0.765         	smoothSolver	1.029250e-03	7.342920e-05	6	1.368450e-02	9.519640e-04	6	false	GAMG	7.926530e-03	5.895790e-05	5	true
0.77          	smoothSolver	1.023060e-03	7.301390e-05	6	1.370730e-02	9.528470e-04	6	false	GAMG	7.849530e-03	5.862250e-05	5	true
0.775         	smoothSolver	1.016860e-03	7.261130e-05	6	1.372810e-02	9.536260e-04	6	false	GAMG	7.764690e-03	5.820680e-05	5	true
0.78          	smoothSolver	1.010740e-03	7.220970e-05	6	1.374560e-02	9.540600e-04	6	false	GAMG	7.677780e-03	5.779480e-05	5	true
0.785         	smoothSolver	1.004740e-03	7.181460e-05	6	1.376300e-02	9.542650e-04	6	false	GAMG	7.603420e-03	5.748130e-05	5	true
0.79          	smoothSolver	9.989690e-04	7.142830e-05	6	1.377630e-02	9.543380e-04	6	false	GAMG	7.534750e-03	5.730190e-05	5	true
0.795         	smoothSolver	9.934170e-04	7.103930e-05	6	1.378360e-02	9.542130e-04	6	false	GAMG	7.470990e-03	5.723800e-05	5	true
0.8           	smoothSolver	9.877270e-04	7.065960e-05	6	1.379380e-02	9.537940e-04	6	false	GAMG	7.408980e-03	5.707640e-05	5	true
0.805         	smoothSolver	9.821360e-04	7.028950e-05	6	1.380030e-02	9.533130e-04	6	false	GAMG	7.349900e-03	5.685950e-05	5	true
0.81          	smoothSolver	9.769040e-04	6.992330e-05	6	1.379700e-02	9.526940e-04	6	false	GAMG	7.282960e-03	5.666770e-05	5	true
0.815         	smoothSolver	9.718440e-04	6.956300e-05	6	1.378970e-02	9.515420e-04	6	false	GAMG	7.217530e-03	5.644470e-05	5	true
0.82          	smoothSolver	9.668130e-04	6.920930e-05	6	1.377610e-02	9.501700e-04	6	false	GAMG	7.152430e-03	5.616280e-05	5	true
0.825         	smoothSolver	9.617690e-04	6.885500e-05	6	1.375590e-02	9.488580e-04	6	false	GAMG	7.098590e-03	5.588610e-05	5	true
0.83          	smoothSolver	9.570230e-04	6.851740e-05	6	1.373380e-02	9.471650e-04	6	false	GAMG	7.048760e-03	5.558820e-05	5	true
0.835         	smoothSolver	9.525710e-04	6.819320e-05	6	1.370570e-02	9.447730e-04	6	false	GAMG	6.992170e-03	5.513200e-05	5	true
0.84          	smoothSolver	9.482760e-04	6.788310e-05	6	1.367330e-02	9.420240e-04	6	false	GAMG	6.936180e-03	5.465750e-05	5	true
0.845         	smoothSolver	9.440810e-04	6.758730e-05	6	1.363490e-02	9.387110e-04	6	false	GAMG	6.882450e-03	5.427570e-05	5	true
0.85          	smoothSolver	9.399890e-04	6.730800e-05	6	1.359360e-02	9.350100e-04	6	false	GAMG	6.829510e-03	5.389250e-05	5	true
0.855         	smoothSolver	9.363070e-04	6.703990e-05	6	1.354450e-02	9.309710e-04	6	false	GAMG	6.784180e-03	5.348890e-05	5	true
0.86          	smoothSolver	9.328740e-04	6.679110e-05	6	1.349320e-02	9.265650e-04	6	false	GAMG	6.747060e-03	5.306890e-05	5	true
0.865         	smoothSolver	9.296300e-04	6.655320e-05	6	1.343760e-02	9.218280e-04	6	false	GAMG	6.713790e-03	5.264910e-05	5	true
0.87          	smoothSolver	9.264640e-04	6.632780e-05	6	1.337580e-02	9.171120e-04	6	false	GAMG	6.670800e-03	5.228270e-05	5	true
0.875         	smoothSolver	9.233800e-04	6.611910e-05	6	1.331060e-02	9.119290e-04	6	false	GAMG	6.629910e-03	5.197750e-05	5	true
0.88          	smoothSolver	9.206970e-04	6.593070e-05	6	1.324480e-02	9.066560e-04	6	false	GAMG	6.600880e-03	5.167070e-05	5	true
0.885         	smoothSolver	9.183730e-04	6.576680e-05	6	1.317560e-02	9.005730e-04	6	false	GAMG	6.575790e-03	5.141920e-05	5	true
0.89          	smoothSolver	9.162830e-04	6.562290e-05	6	1.310240e-02	8.944110e-04	6	false	GAMG	6.540880e-03	5.099840e-05	5	true
0.895         	smoothSolver	9.142970e-04	6.550720e-05	6	1.301830e-02	8.884270e-04	6	false	GAMG	6.510060e-03	5.063650e-05	5	true
0.9           	smoothSolver	9.124340e-04	6.541300e-05	6	1.293130e-02	8.819640e-04	6	false	GAMG	6.476870e-03	5.041690e-05	5	true
0.905         	smoothSolver	9.106810e-04	6.533210e-05	6	1.284030e-02	8.752070e-04	6	false	GAMG	6.442230e-03	5.008920e-05	5	true
0.91          	smoothSolver	9.091440e-04	6.525580e-05	6	1.274670e-02	8.684400e-04	6	false	GAMG	6.409850e-03	4.976140e-05	5	true
0.915         	smoothSolver	9.076200e-04	6.518400e-05	6	1.265240e-02	8.612440e-04	6	false	GAMG	6.383410e-03	4.958750e-05	5	true
0.92          	smoothSolver	9.061610e-04	6.511310e-05	6	1.255380e-02	8.539090e-04	6	false	GAMG	6.355910e-03	4.943110e-05	5	true
0.925         	smoothSolver	9.047810e-04	6.503580e-05	6	1.244760e-02	8.470070e-04	6	false	GAMG	6.327130e-03	4.923020e-05	5	true
