# y+ ()         
# Time          	patch           	min             	max             	average         
0.43            	airfoil	3.13549799e-06	2.91478786e-03	3.15357227e-04
0.435           	airfoil	6.43428499e-06	2.92906786e-03	3.19418719e-04
0.44            	airfoil	3.75751460e-06	2.94286979e-03	3.23381539e-04
0.445           	airfoil	5.57935545e-06	2.95621257e-03	3.27311233e-04
0.45            	airfoil	5.51439588e-06	2.96911587e-03	3.31392870e-04
0.455           	airfoil	3.66487180e-06	2.98159812e-03	3.35446810e-04
0.46            	airfoil	4.54418629e-06	2.99367717e-03	3.39438628e-04
0.465           	airfoil	6.47385002e-06	3.00536984e-03	3.43335174e-04
0.47            	airfoil	2.20863950e-06	3.01669212e-03	3.47247174e-04
0.475           	airfoil	4.23386466e-06	3.02765944e-03	3.51110068e-04
0.48            	airfoil	3.35852808e-06	3.03828625e-03	3.54811222e-04
0.485           	airfoil	6.81832260e-06	3.04858623e-03	3.58571654e-04
0.49            	airfoil	7.34289645e-06	3.05857240e-03	3.62204171e-04
0.495           	airfoil	3.81075896e-06	3.06825693e-03	3.65729925e-04
0.5             	airfoil	1.20886924e-05	3.07765143e-03	3.69319567e-04
0.505           	airfoil	8.88271526e-06	3.08676696e-03	3.72915597e-04
0.51            	airfoil	5.34275187e-06	3.09561374e-03	3.76434604e-04
0.515           	airfoil	1.99943498e-06	3.10420175e-03	3.79953598e-04
0.52            	airfoil	3.24150653e-06	3.11253994e-03	3.83342295e-04
0.525           	airfoil	4.02734902e-06	3.12063745e-03	3.86813942e-04
0.53            	airfoil	8.79581444e-06	3.12850239e-03	3.90292915e-04
0.535           	airfoil	2.95501641e-06	3.14752531e-03	3.93709216e-04
0.54            	airfoil	9.36344263e-06	3.16963992e-03	3.97082120e-04
0.545           	airfoil	4.96588343e-06	3.19162350e-03	4.00390619e-04
0.55            	airfoil	9.65734966e-06	3.21348249e-03	4.03728748e-04
0.555           	airfoil	2.90223968e-07	3.23521124e-03	4.07065423e-04
0.56            	airfoil	1.89105661e-06	3.25681266e-03	4.10395332e-04
0.565           	airfoil	1.28732614e-05	3.27828847e-03	4.13704088e-04
0.57            	airfoil	7.73055262e-06	3.29654338e-03	4.16910301e-04
0.575           	airfoil	5.94781867e-06	3.30880415e-03	4.20113331e-04
0.58            	airfoil	4.58463361e-06	3.31781199e-03	4.23272310e-04
0.585           	airfoil	4.44299402e-06	3.32513575e-03	4.26510910e-04
0.59            	airfoil	9.54235647e-06	3.33158565e-03	4.29706220e-04
0.595           	airfoil	7.27799280e-06	3.33755078e-03	4.32831964e-04
0.6             	airfoil	1.04345770e-05	3.34321399e-03	4.36008154e-04
0.605           	airfoil	3.42497614e-06	3.34865831e-03	4.39162942e-04
0.61            	airfoil	5.98660420e-06	3.35393001e-03	4.42266190e-04
0.615           	airfoil	7.93393498e-06	3.35905018e-03	4.45351847e-04
0.62            	airfoil	4.71837138e-06	3.36402227e-03	4.48597654e-04
0.625           	airfoil	1.48524197e-06	3.36886546e-03	4.52002291e-04
0.63            	airfoil	1.61622129e-05	3.37358110e-03	4.55354858e-04
0.635           	airfoil	7.88257276e-06	3.37817725e-03	4.58497226e-04
0.64            	airfoil	1.43078023e-05	3.38265629e-03	4.61982003e-04
0.645           	airfoil	1.18229208e-05	3.38702052e-03	4.65210447e-04
0.65            	airfoil	1.01510174e-05	3.39127345e-03	4.68353436e-04
0.655           	airfoil	4.46631343e-06	3.39542030e-03	4.71566252e-04
0.66            	airfoil	5.89944814e-06	3.39946573e-03	4.74775689e-04
0.665           	airfoil	3.70359005e-06	3.40341391e-03	4.77951572e-04
0.67            	airfoil	5.50196477e-06	3.40727092e-03	4.81161813e-04
0.675           	airfoil	1.80691159e-05	3.41104264e-03	4.84675963e-04
0.68            	airfoil	2.25708083e-05	3.41472963e-03	4.88143110e-04
0.685           	airfoil	2.27303329e-05	3.41833978e-03	4.91523286e-04
0.69            	airfoil	4.21039891e-06	3.42187864e-03	4.94850186e-04
0.695           	airfoil	2.30194083e-05	3.42535131e-03	4.98078730e-04
0.7             	airfoil	2.31510379e-05	3.42876321e-03	5.01326714e-04
0.705           	airfoil	2.32823740e-05	3.43211966e-03	5.04461385e-04
0.71            	airfoil	2.34247222e-05	3.43542571e-03	5.07557427e-04
0.715           	airfoil	2.35718881e-05	3.43868707e-03	5.10581799e-04
0.72            	airfoil	9.46711200e-06	3.44190880e-03	5.13549212e-04
0.725           	airfoil	2.38778278e-05	3.44509603e-03	5.16472648e-04
0.73            	airfoil	1.56102526e-05	3.44825253e-03	5.19365116e-04
0.735           	airfoil	1.14719517e-05	3.45138657e-03	5.22219451e-04
0.74            	airfoil	2.29966416e-05	3.45449831e-03	5.25070587e-04
0.745           	airfoil	2.45102400e-05	3.45760332e-03	5.27931641e-04
0.75            	airfoil	2.46820859e-05	3.46070370e-03	5.30858181e-04
0.755           	airfoil	1.29101901e-05	3.46379381e-03	5.33738469e-04
0.76            	airfoil	2.50115193e-05	3.47119948e-03	5.36659908e-04
0.765           	airfoil	2.51842076e-05	3.48773731e-03	5.39565662e-04
0.77            	airfoil	2.53524271e-05	3.50423496e-03	5.42506460e-04
0.775           	airfoil	2.20505316e-05	3.51615517e-03	5.45434590e-04
0.78            	airfoil	2.57033860e-05	3.52356610e-03	5.48489601e-04
0.785           	airfoil	2.55258921e-05	3.52870148e-03	5.51711134e-04
0.79            	airfoil	1.72370183e-05	3.53276330e-03	5.55001298e-04
0.795           	airfoil	1.14931945e-05	3.53634914e-03	5.58154154e-04
0.8             	airfoil	2.36597184e-05	3.53973421e-03	5.61270842e-04
0.805           	airfoil	2.66084724e-05	3.54304746e-03	5.64359101e-04
0.81            	airfoil	2.67835604e-05	3.54634956e-03	5.67421167e-04
0.815           	airfoil	2.69560243e-05	3.54966972e-03	5.70461228e-04
0.82            	airfoil	2.71298690e-05	3.55302327e-03	5.73474425e-04
0.825           	airfoil	2.73019254e-05	3.55641980e-03	5.76460084e-04
0.83            	airfoil	2.74727126e-05	3.55986223e-03	5.79403877e-04
0.835           	airfoil	2.76984256e-05	3.53332525e-03	5.84047992e-04
0.84            	airfoil	2.78432349e-05	3.53923745e-03	5.86081984e-04
0.845           	airfoil	2.79898745e-05	3.54659743e-03	5.88215758e-04
0.85            	airfoil	2.81439466e-05	3.55193203e-03	5.90654580e-04
0.855           	airfoil	1.46755490e-05	3.55601301e-03	5.93235885e-04
0.86            	airfoil	6.51902593e-06	3.55956470e-03	5.95875903e-04
0.865           	airfoil	1.13615015e-05	3.56295115e-03	5.98654634e-04
0.87            	airfoil	5.00195620e-06	3.56632735e-03	6.01452652e-04
0.875           	airfoil	8.17225089e-06	3.56975352e-03	6.04256621e-04
0.88            	airfoil	8.95349250e-06	3.60406291e-03	6.05134073e-04
0.885           	airfoil	1.56552523e-05	3.60502144e-03	6.08884629e-04
0.89            	airfoil	1.77944580e-05	3.60477675e-03	6.12394780e-04
0.895           	airfoil	7.19072227e-06	3.60677820e-03	6.15512686e-04
0.9             	airfoil	5.73020377e-06	3.61019583e-03	6.18441361e-04
0.905           	airfoil	8.84197327e-06	3.61427598e-03	6.21285248e-04
0.91            	airfoil	1.17928164e-05	3.61864297e-03	6.24098557e-04
0.915           	airfoil	2.29805749e-05	3.62313540e-03	6.26888446e-04
0.92            	airfoil	9.39062783e-06	3.59678871e-03	6.31494126e-04
0.925           	airfoil	1.92612197e-05	3.60386456e-03	6.33404715e-04
0.93            	airfoil	1.87098587e-05	3.61234598e-03	6.35427334e-04
0.935           	airfoil	1.52292825e-05	3.61870268e-03	6.37787265e-04
0.94            	airfoil	2.04982474e-05	3.62374795e-03	6.40343901e-04
0.945           	airfoil	1.64358743e-05	3.62822984e-03	6.42993322e-04
0.95            	airfoil	1.16915037e-05	3.63252191e-03	6.45674188e-04
0.955           	airfoil	3.52074254e-06	3.63678227e-03	6.48354471e-04
0.96            	airfoil	1.42580740e-05	3.64107170e-03	6.51032748e-04
0.965           	airfoil	1.46809854e-05	3.64541105e-03	6.53678525e-04
0.97            	airfoil	5.24272116e-06	3.64980550e-03	6.56294159e-04
0.975           	airfoil	2.03005494e-05	3.65425451e-03	6.58928049e-04
0.98            	airfoil	4.28281996e-06	3.65875529e-03	6.61493295e-04
0.985           	airfoil	8.81669342e-06	3.66330448e-03	6.64070129e-04
0.99            	airfoil	1.54047023e-05	3.66789861e-03	6.66902437e-04
0.995           	airfoil	4.46426761e-06	3.67253438e-03	6.69778618e-04
1               	airfoil	1.41278635e-05	3.67720826e-03	6.72650796e-04
1.005           	airfoil	4.51257252e-06	3.68191779e-03	6.75538095e-04
1.01            	airfoil	1.50840952e-05	3.68665963e-03	6.78419525e-04
1.015           	airfoil	2.19735915e-05	3.69143088e-03	6.81290303e-04
1.02            	airfoil	2.08698591e-05	3.69622871e-03	6.84157576e-04
1.025           	airfoil	1.10357957e-05	3.70105036e-03	6.87012465e-04
1.03            	airfoil	1.72043054e-05	3.70589318e-03	6.89891524e-04
1.035           	airfoil	2.49612934e-05	3.71075458e-03	6.92778851e-04
1.04            	airfoil	9.47565390e-06	3.71563208e-03	6.95646302e-04
1.045           	airfoil	1.24342263e-05	3.72052328e-03	6.98520882e-04
1.05            	airfoil	1.74951982e-05	3.72542585e-03	7.01395899e-04
1.055           	airfoil	7.81905757e-06	3.73033745e-03	7.04282556e-04
1.06            	airfoil	1.08238933e-05	3.73525617e-03	7.07154970e-04
1.065           	airfoil	1.12353088e-05	3.74017943e-03	7.10010102e-04
1.07            	airfoil	2.65180956e-05	3.74510520e-03	7.12864595e-04
1.075           	airfoil	1.52114528e-05	3.75003136e-03	7.15691895e-04
1.08            	airfoil	1.34272398e-05	3.75495617e-03	7.18500555e-04
1.085           	airfoil	1.85645273e-05	3.75987698e-03	7.21281657e-04
1.09            	airfoil	1.18466102e-05	3.76479273e-03	7.24073705e-04
1.095           	airfoil	2.26609869e-05	3.76970098e-03	7.26848348e-04
1.1             	airfoil	1.59963860e-05	3.77460203e-03	7.29588122e-04
1.105           	airfoil	1.59364114e-05	3.77949169e-03	7.32298628e-04
1.11            	airfoil	2.18526095e-05	3.78436752e-03	7.35039769e-04
1.115           	airfoil	1.14845026e-05	3.78923165e-03	7.37749417e-04
1.12            	airfoil	1.26654666e-05	3.79407764e-03	7.40440403e-04
1.125           	airfoil	1.99908752e-05	3.79890635e-03	7.43113791e-04
1.13            	airfoil	2.42050290e-05	3.80371641e-03	7.45814088e-04
1.135           	airfoil	2.21300268e-05	3.80850636e-03	7.48486846e-04
1.14            	airfoil	5.37659089e-06	3.81327505e-03	7.51139943e-04
1.145           	airfoil	2.12869170e-05	3.81802064e-03	7.53790569e-04
1.15            	airfoil	2.83968198e-05	3.82274176e-03	7.56456290e-04
1.155           	airfoil	2.70714907e-05	3.82743899e-03	7.59125901e-04
1.16            	airfoil	2.46619952e-05	3.83210589e-03	7.61776323e-04
1.165           	airfoil	1.26521617e-05	3.87012914e-03	7.62176785e-04
1.17            	airfoil	1.48212432e-05	3.87184805e-03	7.65913912e-04
1.175           	airfoil	7.36907745e-06	3.87218395e-03	7.69413783e-04
1.18            	airfoil	1.93306390e-05	3.87485078e-03	7.72475886e-04
1.185           	airfoil	2.71970122e-05	3.87893651e-03	7.75269582e-04
1.19            	airfoil	3.18064066e-05	3.88362284e-03	7.77921208e-04
1.195           	airfoil	2.47413304e-05	3.88850424e-03	7.80499879e-04
1.2             	airfoil	1.29522634e-05	3.89341227e-03	7.83038603e-04
1.205           	airfoil	5.31745594e-06	3.89827255e-03	7.85608363e-04
1.21            	airfoil	2.92019184e-05	3.90306757e-03	7.88180994e-04
1.215           	airfoil	3.27993696e-05	3.90779078e-03	7.90727878e-04
1.22            	airfoil	2.21879082e-05	3.91244145e-03	7.93242952e-04
1.225           	airfoil	1.06584285e-05	3.91702122e-03	7.95776627e-04
1.23            	airfoil	2.77567497e-05	3.92153192e-03	7.98309891e-04
1.235           	airfoil	3.61896089e-05	3.92597521e-03	8.00821504e-04
1.24            	airfoil	3.30600017e-05	3.93035243e-03	8.03306325e-04
1.245           	airfoil	1.96912157e-05	3.93466472e-03	8.05760222e-04
1.25            	airfoil	1.74648257e-05	3.93891276e-03	8.08216163e-04
1.255           	airfoil	3.33103088e-05	3.94309731e-03	8.10651185e-04
1.26            	airfoil	3.43609398e-05	3.94721885e-03	8.13056978e-04
1.265           	airfoil	1.84027599e-05	3.95127764e-03	8.15432575e-04
1.27            	airfoil	2.32638736e-05	3.95527380e-03	8.17790454e-04
1.275           	airfoil	3.19243594e-05	3.95920720e-03	8.20144593e-04
1.28            	airfoil	3.55764682e-05	3.96307768e-03	8.22488907e-04
1.285           	airfoil	1.76416632e-05	3.96688480e-03	8.24799107e-04
1.29            	airfoil	2.60623920e-05	3.97062844e-03	8.27097399e-04
1.295           	airfoil	3.02933383e-05	3.97430842e-03	8.29369824e-04
1.3             	airfoil	2.03193539e-05	3.97792424e-03	8.31640957e-04
1.305           	airfoil	2.56105664e-05	3.98147550e-03	8.33914916e-04
1.31            	airfoil	3.89957958e-05	3.98496159e-03	8.36156821e-04
1.315           	airfoil	2.74042032e-05	3.98838341e-03	8.38325295e-04
1.32            	airfoil	1.97988335e-05	3.99174023e-03	8.40460852e-04
1.325           	airfoil	3.95763018e-05	3.99503170e-03	8.42606828e-04
1.33            	airfoil	3.98868608e-05	3.99825771e-03	8.44703580e-04
1.335           	airfoil	2.51637994e-05	4.00141808e-03	8.46723602e-04
1.34            	airfoil	2.44694874e-05	4.00451287e-03	8.48963626e-04
1.345           	airfoil	3.68678749e-05	4.00754238e-03	8.51248557e-04
1.35            	airfoil	9.78111508e-06	4.01050533e-03	8.53467890e-04
1.355           	airfoil	1.42739799e-05	4.01340347e-03	8.55668913e-04
1.36            	airfoil	2.53936639e-05	4.01623632e-03	8.57900223e-04
1.365           	airfoil	2.59594136e-05	4.01900342e-03	8.60098169e-04
1.37            	airfoil	4.18247463e-05	4.02170688e-03	8.62269113e-04
1.375           	airfoil	2.98892426e-05	4.02434619e-03	8.64425336e-04
1.38            	airfoil	2.16391446e-05	4.02692135e-03	8.66588215e-04
1.385           	airfoil	4.21190613e-05	4.02943329e-03	8.68732520e-04
1.39            	airfoil	1.97846194e-05	4.03188233e-03	8.70823574e-04
1.395           	airfoil	2.28445891e-05	4.03427078e-03	8.72967987e-04
1.4             	airfoil	4.34388955e-05	4.03659811e-03	8.75110308e-04
1.405           	airfoil	1.36959532e-05	4.03886500e-03	8.77177697e-04
1.41            	airfoil	1.97589421e-05	4.04107295e-03	8.79302999e-04
1.415           	airfoil	4.29186094e-05	4.04322289e-03	8.81399273e-04
1.42            	airfoil	9.04565671e-06	4.04531583e-03	8.83425738e-04
1.425           	airfoil	1.94143764e-05	4.04735284e-03	8.85528189e-04
1.43            	airfoil	4.30669058e-05	4.04933498e-03	8.87595639e-04
1.435           	airfoil	2.04967010e-05	4.05126356e-03	8.89614050e-04
1.44            	airfoil	3.27834712e-05	4.05313985e-03	8.91681509e-04
1.445           	airfoil	3.48346085e-05	4.05496493e-03	8.93685110e-04
1.45            	airfoil	1.34232623e-05	4.05674015e-03	8.95638515e-04
1.455           	airfoil	4.91335961e-06	4.05846702e-03	8.97663804e-04
1.46            	airfoil	1.42352641e-05	4.06014685e-03	8.99707459e-04
1.465           	airfoil	9.08664857e-06	4.06178121e-03	9.01814632e-04
1.47            	airfoil	8.84486140e-06	4.06337137e-03	9.03941435e-04
1.475           	airfoil	1.21248773e-05	4.06491883e-03	9.06001202e-04
1.48            	airfoil	2.28192073e-05	4.06642493e-03	9.08146915e-04
1.485           	airfoil	4.82001190e-06	4.06789120e-03	9.10231346e-04
1.49            	airfoil	2.11740846e-05	4.06931900e-03	9.12372509e-04
1.495           	airfoil	7.86937548e-06	4.07071000e-03	9.14488596e-04
1.5             	airfoil	2.10953394e-05	4.07206561e-03	9.16538413e-04
1.505           	airfoil	1.61343844e-05	4.07338771e-03	9.18663814e-04
1.51            	airfoil	1.02450324e-05	4.07467815e-03	9.20740459e-04
1.515           	airfoil	1.52963343e-05	4.07593922e-03	9.22848454e-04
1.52            	airfoil	1.64629763e-05	4.07717299e-03	9.24981957e-04
1.525           	airfoil	2.47698249e-05	4.07838173e-03	9.27088327e-04
1.53            	airfoil	1.70629695e-05	4.07956763e-03	9.29246596e-04
1.535           	airfoil	6.21367906e-06	4.08073263e-03	9.31356185e-04
1.54            	airfoil	6.46186966e-06	4.08187869e-03	9.33524629e-04
1.545           	airfoil	9.29079862e-06	4.08300746e-03	9.35700794e-04
1.55            	airfoil	2.60878481e-05	4.08412116e-03	9.37856411e-04
1.555           	airfoil	2.26488094e-05	4.08522094e-03	9.40063433e-04
1.56            	airfoil	1.62258063e-05	4.08630844e-03	9.42220599e-04
1.565           	airfoil	1.73099695e-05	4.08738526e-03	9.44479873e-04
1.57            	airfoil	1.73508967e-05	4.08845243e-03	9.46740030e-04
1.575           	airfoil	5.83502420e-06	4.08951115e-03	9.48974590e-04
1.58            	airfoil	2.36561180e-05	4.09056277e-03	9.51390904e-04
1.585           	airfoil	6.86657698e-06	4.09160809e-03	9.53690321e-04
1.59            	airfoil	1.77958976e-05	4.09264836e-03	9.56110206e-04
1.595           	airfoil	7.70034847e-06	4.09368453e-03	9.58541920e-04
1.6             	airfoil	1.80708408e-05	4.09471690e-03	9.60981113e-04
1.605           	airfoil	1.51157105e-05	4.09574639e-03	9.63492003e-04
1.61            	airfoil	1.78389667e-05	4.09677353e-03	9.66027437e-04
1.615           	airfoil	2.92019301e-06	4.09779906e-03	9.68587316e-04
1.62            	airfoil	2.10047787e-05	4.09882370e-03	9.71334276e-04
1.625           	airfoil	1.76506967e-05	4.09984827e-03	9.74225072e-04
1.63            	airfoil	3.32091679e-05	4.10087337e-03	9.77148540e-04
1.635           	airfoil	1.46141676e-05	4.10189940e-03	9.79994124e-04
1.64            	airfoil	4.58325221e-05	4.10292681e-03	9.83062745e-04
1.645           	airfoil	2.44623920e-05	4.10395606e-03	9.86044347e-04
1.65            	airfoil	3.16701216e-05	4.10498754e-03	9.89007873e-04
1.655           	airfoil	2.90114055e-05	4.10602165e-03	9.92008290e-04
1.66            	airfoil	2.75463260e-05	4.10705899e-03	9.95082349e-04
1.665           	airfoil	4.00070251e-05	4.10809933e-03	9.98113854e-04
1.67            	airfoil	1.48553390e-06	4.10914344e-03	1.00109350e-03
1.675           	airfoil	4.01686831e-05	4.11019103e-03	1.00424924e-03
1.68            	airfoil	2.22164616e-05	4.11124299e-03	1.00732805e-03
1.685           	airfoil	3.34835489e-05	4.11229919e-03	1.01038096e-03
1.69            	airfoil	1.36391729e-05	4.11336012e-03	1.01341178e-03
1.695           	airfoil	3.79316932e-05	4.11442585e-03	1.01661646e-03
1.7             	airfoil	2.46335628e-05	4.11549647e-03	1.01975004e-03
1.705           	airfoil	3.20431330e-05	4.11657215e-03	1.02284814e-03
1.71            	airfoil	1.16026375e-05	4.11765303e-03	1.02586123e-03
1.715           	airfoil	3.88940364e-05	4.11873881e-03	1.02908825e-03
1.72            	airfoil	1.58536720e-05	4.11982983e-03	1.03223391e-03
1.725           	airfoil	2.75751540e-05	4.12092585e-03	1.03533704e-03
1.73            	airfoil	1.27474210e-05	4.12202704e-03	1.03838893e-03
1.735           	airfoil	3.88998338e-05	4.12313344e-03	1.04149977e-03
1.74            	airfoil	2.80697981e-05	4.12424523e-03	1.04468775e-03
1.745           	airfoil	2.99829132e-05	4.12536247e-03	1.04778555e-03
1.75            	airfoil	2.33246351e-05	4.12648526e-03	1.05076483e-03
1.755           	airfoil	3.39782788e-05	4.12761352e-03	1.05400721e-03
1.76            	airfoil	2.38125551e-05	4.12874754e-03	1.05736684e-03
1.765           	airfoil	3.39018474e-05	4.12988739e-03	1.06060299e-03
1.77            	airfoil	3.72630635e-05	4.13103319e-03	1.06371989e-03
1.775           	airfoil	1.84645429e-05	4.13218479e-03	1.06708644e-03
1.78            	airfoil	3.90443180e-05	4.13334231e-03	1.07029447e-03
1.785           	airfoil	1.49551898e-05	4.13450586e-03	1.07369520e-03
1.79            	airfoil	4.45058779e-05	4.13567554e-03	1.07703919e-03
1.795           	airfoil	2.16983023e-05	4.13685150e-03	1.08053945e-03
1.8             	airfoil	3.61245147e-05	4.13803382e-03	1.08394231e-03
1.805           	airfoil	3.60221756e-06	4.13922250e-03	1.08726597e-03
1.81            	airfoil	4.22608936e-05	4.14041758e-03	1.09059317e-03
1.815           	airfoil	2.45215734e-05	4.14161909e-03	1.09384490e-03
1.82            	airfoil	3.49304466e-05	4.14282705e-03	1.09707459e-03
1.825           	airfoil	4.31034266e-05	4.14404152e-03	1.10027914e-03
1.83            	airfoil	4.95095157e-06	4.14526242e-03	1.10343105e-03
1.835           	airfoil	4.26448348e-05	4.14648977e-03	1.10658445e-03
1.84            	airfoil	2.26720239e-05	4.14772352e-03	1.10965342e-03
1.845           	airfoil	3.66437172e-05	4.14896363e-03	1.11262179e-03
1.85            	airfoil	4.38547346e-05	4.15021009e-03	1.11600967e-03
1.855           	airfoil	7.69326658e-06	4.15146280e-03	1.11940117e-03
1.86            	airfoil	4.26056080e-05	4.15272174e-03	1.12277362e-03
1.865           	airfoil	3.17630050e-05	4.15398686e-03	1.12607063e-03
1.87            	airfoil	2.95582474e-05	4.15525808e-03	1.12934914e-03
1.875           	airfoil	4.50868830e-05	4.15653541e-03	1.13261806e-03
1.88            	airfoil	1.19144656e-05	4.15781872e-03	1.13582700e-03
1.885           	airfoil	4.19561873e-05	4.15910791e-03	1.13903533e-03
