# y+ ()         
# Time          	patch           	min             	max             	average         
23.295          	airfoil	2.41803966e-05	2.06198079e-03	6.48944120e-04
23.3            	airfoil	2.03292357e-05	2.06365133e-03	6.42802243e-04
23.305          	airfoil	2.19021827e-05	2.06410328e-03	6.28842031e-04
23.31           	airfoil	1.52951463e-05	2.06387065e-03	6.24183804e-04
23.315          	airfoil	2.02451056e-05	2.06337297e-03	6.36513021e-04
23.32           	airfoil	2.27918329e-05	2.06344037e-03	6.40792906e-04
23.325          	airfoil	1.61044566e-05	2.06375734e-03	6.28979325e-04
23.33           	airfoil	1.36645899e-05	2.06335702e-03	6.38136116e-04
23.335          	airfoil	1.47488851e-05	2.06502586e-03	6.22456513e-04
23.34           	airfoil	3.13626897e-05	2.06175888e-03	6.44415767e-04
23.345          	airfoil	1.54413305e-05	2.06478098e-03	6.23133236e-04
23.35           	airfoil	3.80755927e-06	2.06313827e-03	6.38300702e-04
23.355          	airfoil	1.47242061e-05	2.06170568e-03	6.47971964e-04
23.36           	airfoil	3.19680373e-05	2.06335309e-03	6.41872519e-04
23.365          	airfoil	2.08114493e-05	2.06379868e-03	6.27932119e-04
23.37           	airfoil	1.37152089e-05	2.06356899e-03	6.23341596e-04
23.375          	airfoil	2.61112733e-05	2.06307785e-03	6.35608023e-04
23.38           	airfoil	2.51037667e-05	2.06314407e-03	6.39858435e-04
23.385          	airfoil	2.01595426e-05	2.06345650e-03	6.28080232e-04
23.39           	airfoil	1.75409537e-05	2.06306141e-03	6.37205023e-04
23.395          	airfoil	1.31061729e-05	2.06470712e-03	6.21599064e-04
23.4            	airfoil	3.05832992e-05	2.06148478e-03	6.43455858e-04
23.405          	airfoil	1.38788704e-05	2.06446510e-03	6.22282737e-04
23.41           	airfoil	2.25263029e-05	2.06284474e-03	6.37386670e-04
23.415          	airfoil	3.18376277e-05	2.06143164e-03	6.47018532e-04
23.42           	airfoil	3.12053584e-05	2.06305611e-03	6.40930833e-04
23.425          	airfoil	1.82805767e-05	2.06349538e-03	6.27003734e-04
23.43           	airfoil	1.19362009e-05	2.06326864e-03	6.22486926e-04
23.435          	airfoil	2.51925860e-05	2.06278404e-03	6.34693824e-04
23.44           	airfoil	1.16194841e-05	2.06284912e-03	6.38910280e-04
23.445          	airfoil	1.89769318e-05	2.06315706e-03	6.27170812e-04
23.45           	airfoil	2.68313181e-05	2.06276719e-03	6.36301201e-04
23.455          	airfoil	1.12344554e-05	2.06438996e-03	6.20734183e-04
23.46           	airfoil	2.09582240e-05	2.06121198e-03	6.42492704e-04
23.465          	airfoil	1.21247838e-05	2.06415083e-03	6.21422658e-04
23.47           	airfoil	2.64400719e-05	2.06255270e-03	6.36486912e-04
23.475          	airfoil	3.26665700e-05	2.06115900e-03	6.46058682e-04
23.48           	airfoil	2.49891598e-05	2.06276070e-03	6.39979662e-04
23.485          	airfoil	1.46832760e-05	2.06319374e-03	6.26095973e-04
23.49           	airfoil	9.85070132e-06	2.06296994e-03	6.21621497e-04
23.495          	airfoil	2.42433041e-05	2.06249185e-03	6.33769691e-04
23.5            	airfoil	1.88756684e-05	2.06255583e-03	6.37966811e-04
23.505          	airfoil	8.31348297e-06	2.06285933e-03	6.26238606e-04
23.51           	airfoil	2.59373793e-05	2.06247468e-03	6.35382335e-04
23.515          	airfoil	8.99169369e-06	2.06407470e-03	6.19856195e-04
23.52           	airfoil	7.27731019e-06	2.06094077e-03	6.41520140e-04
23.525          	airfoil	1.00793818e-05	2.06383850e-03	6.20550099e-04
23.53           	airfoil	2.55340427e-05	2.06226244e-03	6.35570221e-04
23.535          	airfoil	3.19202614e-05	2.06088800e-03	6.45091167e-04
23.54           	airfoil	1.14845104e-05	2.06246715e-03	6.39012612e-04
23.545          	airfoil	1.71627716e-05	2.06289401e-03	6.25255810e-04
23.55           	airfoil	7.19684778e-06	2.06267316e-03	6.20745110e-04
23.555          	airfoil	2.32596226e-05	2.06220155e-03	6.32837960e-04
23.56           	airfoil	2.73990117e-05	2.06226445e-03	6.37054971e-04
23.565          	airfoil	1.63754062e-05	2.06256357e-03	6.25402752e-04
23.57           	airfoil	2.50155350e-05	2.06218410e-03	6.34449409e-04
23.575          	airfoil	5.97343025e-06	2.06376158e-03	6.18952203e-04
23.58           	airfoil	2.32662965e-05	2.06067135e-03	6.40553669e-04
23.585          	airfoil	7.50807510e-06	2.06352832e-03	6.19657565e-04
23.59           	airfoil	2.45987352e-05	2.06197416e-03	6.34637208e-04
23.595          	airfoil	2.70058513e-05	2.06061883e-03	6.44107805e-04
23.6            	airfoil	1.88899085e-05	2.06217564e-03	6.38064754e-04
23.605          	airfoil	1.57724424e-05	2.06259639e-03	6.24385454e-04
23.61           	airfoil	2.59714691e-06	2.06237847e-03	6.19851275e-04
23.615          	airfoil	2.22369195e-05	2.06191330e-03	6.31893481e-04
23.62           	airfoil	2.65244598e-05	2.06197514e-03	6.36120792e-04
23.625          	airfoil	1.49151593e-05	2.06226994e-03	6.24540314e-04
23.63           	airfoil	2.40625248e-05	2.06189562e-03	6.33505314e-04
23.635          	airfoil	3.04885022e-06	2.06345077e-03	6.18081408e-04
23.64           	airfoil	2.72992339e-05	2.06040387e-03	6.39568721e-04
23.645          	airfoil	3.36744839e-06	2.06322045e-03	6.18741914e-04
23.65           	airfoil	2.36306199e-05	2.06168802e-03	6.33692624e-04
23.655          	airfoil	1.54660421e-05	2.06035164e-03	6.43109978e-04
23.66           	airfoil	2.79840563e-05	2.06188632e-03	6.37124866e-04
23.665          	airfoil	1.42538532e-05	2.06230102e-03	6.23495323e-04
23.67           	airfoil	6.17367748e-06	2.06208602e-03	6.18939158e-04
23.675          	airfoil	2.11694820e-05	2.06162725e-03	6.30934350e-04
23.68           	airfoil	2.56239418e-05	2.06168806e-03	6.35170327e-04
23.685          	airfoil	1.33027172e-05	2.06197858e-03	6.23655543e-04
23.69           	airfoil	2.30744366e-05	2.06160939e-03	6.32546097e-04
23.695          	airfoil	7.35416571e-06	2.06314243e-03	6.17261845e-04
23.7            	airfoil	1.10720521e-05	2.06013846e-03	6.38550349e-04
23.705          	airfoil	1.20547509e-05	2.06162083e-03	6.23456320e-04
23.71           	airfoil	2.21590957e-05	2.06150531e-03	6.31620469e-04
23.715          	airfoil	2.49439050e-05	2.06030606e-03	6.40324614e-04
23.72           	airfoil	2.63185780e-05	2.06176505e-03	6.34721803e-04
23.725          	airfoil	1.14074189e-05	2.06210151e-03	6.21754146e-04
23.73           	airfoil	8.21389426e-06	2.06185038e-03	6.17543638e-04
23.735          	airfoil	1.98039418e-05	2.06137813e-03	6.29654800e-04
23.74           	airfoil	2.45828465e-05	2.06142404e-03	6.34040739e-04
23.745          	airfoil	1.13473735e-05	2.06170118e-03	6.22671720e-04
23.75           	airfoil	2.20125538e-05	2.06133266e-03	6.31526234e-04
23.755          	airfoil	9.96893008e-06	2.06284139e-03	6.16396798e-04
23.76           	airfoil	2.55160751e-05	2.05987723e-03	6.37566588e-04
23.765          	airfoil	1.00063466e-05	2.06133787e-03	6.22551571e-04
23.77           	airfoil	2.10930146e-05	2.06122330e-03	6.30638347e-04
23.775          	airfoil	2.78955805e-05	2.06004041e-03	6.39347053e-04
23.78           	airfoil	2.54173888e-05	2.06147862e-03	6.33722677e-04
23.785          	airfoil	9.23107438e-06	2.06181011e-03	6.20840597e-04
23.79           	airfoil	1.19816057e-05	2.06156230e-03	6.16659472e-04
23.795          	airfoil	1.86138070e-05	2.06109654e-03	6.28638629e-04
23.8            	airfoil	2.36208102e-05	2.06114167e-03	6.33037298e-04
23.805          	airfoil	9.15490402e-06	2.06141482e-03	6.21730314e-04
23.81           	airfoil	2.09407065e-05	2.06105139e-03	6.30507809e-04
23.815          	airfoil	1.19859986e-05	2.06253865e-03	6.15513759e-04
23.82           	airfoil	2.45867073e-05	2.05961642e-03	6.36549514e-04
23.825          	airfoil	7.43094391e-06	2.06105624e-03	6.21599921e-04
23.83           	airfoil	1.99739011e-05	2.06094318e-03	6.29599324e-04
23.835          	airfoil	2.70405520e-05	2.05977702e-03	6.38291796e-04
23.84           	airfoil	2.44840208e-05	2.06119466e-03	6.32681260e-04
23.845          	airfoil	6.35019271e-06	2.06152137e-03	6.19865180e-04
23.85           	airfoil	1.37025038e-05	2.06127697e-03	6.15784845e-04
23.855          	airfoil	1.73433231e-05	2.06081771e-03	6.27563706e-04
23.86           	airfoil	2.26190510e-05	2.06086209e-03	6.31963723e-04
23.865          	airfoil	6.23866764e-06	2.06113127e-03	6.20728221e-04
23.87           	airfoil	1.98128717e-05	2.06077289e-03	6.29407170e-04
23.875          	airfoil	1.37064896e-05	2.06223884e-03	6.14585331e-04
23.88           	airfoil	2.36229516e-05	2.05935821e-03	6.35605113e-04
23.885          	airfoil	3.22742629e-06	2.06077735e-03	6.20587695e-04
23.89           	airfoil	1.87914073e-05	2.06066578e-03	6.28469399e-04
23.895          	airfoil	2.61601020e-05	2.05951620e-03	6.37396524e-04
23.9            	airfoil	2.35165471e-05	2.06091345e-03	6.31607782e-04
23.905          	airfoil	2.10368270e-06	2.06123541e-03	6.18912051e-04
23.91           	airfoil	1.52255558e-05	2.06099439e-03	6.14857212e-04
23.915          	airfoil	8.06751028e-06	2.06054158e-03	6.26401392e-04
23.92           	airfoil	2.15744908e-05	2.06058521e-03	6.30951139e-04
23.925          	airfoil	2.41110305e-06	2.06085046e-03	6.19676824e-04
23.93           	airfoil	3.78654140e-06	2.06049710e-03	6.28426263e-04
23.935          	airfoil	1.52286244e-05	2.06194196e-03	6.13611245e-04
23.94           	airfoil	2.26219743e-05	2.05910249e-03	6.34892594e-04
23.945          	airfoil	5.84965896e-06	2.06050120e-03	6.19592208e-04
23.95           	airfoil	1.75342847e-05	2.06039111e-03	6.27671854e-04
23.955          	airfoil	2.52525258e-05	2.05925793e-03	6.36716678e-04
23.96           	airfoil	2.25115125e-05	2.06063502e-03	6.30914898e-04
23.965          	airfoil	7.00012026e-06	2.06095230e-03	6.18069760e-04
23.97           	airfoil	1.66043354e-05	2.06071464e-03	6.14038740e-04
23.975          	airfoil	1.44881728e-05	2.06026823e-03	6.25933375e-04
23.98           	airfoil	2.04811741e-05	2.06031112e-03	6.30306728e-04
23.985          	airfoil	7.09718089e-06	2.06057250e-03	6.19062706e-04
23.99           	airfoil	1.52206316e-05	2.06022410e-03	6.27795897e-04
23.995          	airfoil	1.66065612e-05	2.06164813e-03	6.12907078e-04
24              	airfoil	2.15789072e-05	2.05884936e-03	6.34197900e-04
24.005          	airfoil	8.86982323e-06	2.06022788e-03	6.19072119e-04
24.01           	airfoil	1.52285253e-05	2.06011926e-03	6.26998234e-04
24.015          	airfoil	2.43149608e-05	2.05900230e-03	6.35997574e-04
24.02           	airfoil	2.14638106e-05	2.06035948e-03	6.30206811e-04
24.025          	airfoil	9.66423554e-06	2.06067214e-03	6.17507021e-04
24.03           	airfoil	1.78721108e-05	2.06043781e-03	6.13439585e-04
24.035          	airfoil	1.28350607e-05	2.05999771e-03	6.25219240e-04
24.04           	airfoil	1.25771809e-05	2.06003990e-03	6.29485543e-04
24.045          	airfoil	9.73373572e-06	2.06029745e-03	6.18395095e-04
24.05           	airfoil	1.59907605e-05	2.05995397e-03	6.27013101e-04
24.055          	airfoil	1.78736229e-05	2.06135742e-03	6.12195519e-04
24.06           	airfoil	2.04873598e-05	2.05859888e-03	6.33347141e-04
24.065          	airfoil	1.10882074e-05	2.05995745e-03	6.18319191e-04
24.07           	airfoil	1.47197856e-05	2.05985029e-03	6.26207940e-04
24.075          	airfoil	2.33438037e-05	2.05874937e-03	6.35147229e-04
24.08           	airfoil	2.03668654e-05	2.06008689e-03	6.29369742e-04
24.085          	airfoil	1.17308452e-05	2.06039498e-03	6.16789563e-04
24.09           	airfoil	1.90510605e-05	2.06016394e-03	6.12713853e-04
24.095          	airfoil	1.09432141e-05	2.05973011e-03	6.24416717e-04
24.1            	airfoil	1.81128920e-05	2.05977160e-03	6.28657945e-04
24.105          	airfoil	1.17873189e-05	2.06002538e-03	6.17704975e-04
24.11           	airfoil	1.45071736e-05	2.05968677e-03	6.26234278e-04
24.115          	airfoil	6.78548381e-06	2.06106989e-03	6.11458777e-04
24.12           	airfoil	1.93391048e-05	2.05835110e-03	6.32490839e-04
24.125          	airfoil	1.29245124e-05	2.05968997e-03	6.17615532e-04
24.13           	airfoil	1.30980463e-05	2.05958428e-03	6.25385712e-04
24.135          	airfoil	2.23346534e-05	2.05849920e-03	6.34282623e-04
24.14           	airfoil	1.35448967e-05	2.05981730e-03	6.28512312e-04
24.145          	airfoil	1.34777000e-05	2.06012090e-03	6.16023093e-04
24.15           	airfoil	1.89413513e-05	2.05989312e-03	6.11939856e-04
24.155          	airfoil	8.65745787e-06	2.05946547e-03	6.23542444e-04
24.16           	airfoil	8.05055430e-06	2.05950628e-03	6.27727552e-04
24.165          	airfoil	1.35261518e-05	2.05975635e-03	6.16916785e-04
24.17           	airfoil	1.28606056e-05	2.05942255e-03	6.25347647e-04
24.175          	airfoil	2.01571711e-05	2.06078561e-03	6.10660341e-04
24.18           	airfoil	1.81233329e-05	2.05810607e-03	6.31558497e-04
24.185          	airfoil	1.45244258e-05	2.05942551e-03	6.16823630e-04
24.19           	airfoil	1.12529229e-05	2.05932126e-03	6.24568231e-04
24.195          	airfoil	2.12820766e-05	2.05825183e-03	6.33365740e-04
24.2            	airfoil	1.24460528e-05	2.05955077e-03	6.27651181e-04
24.205          	airfoil	1.50168473e-05	2.05984994e-03	6.15212676e-04
24.21           	airfoil	2.12008146e-05	2.05962538e-03	6.11142627e-04
24.215          	airfoil	5.50730887e-06	2.05920385e-03	6.22708143e-04
24.22           	airfoil	1.54082610e-05	2.05924400e-03	6.26847680e-04
24.225          	airfoil	1.50597025e-05	2.05949041e-03	6.16114095e-04
24.23           	airfoil	1.09779023e-05	2.05916137e-03	6.24512052e-04
24.235          	airfoil	2.12007190e-05	2.06050463e-03	6.09852218e-04
24.24           	airfoil	1.13747017e-05	2.05786385e-03	6.30619086e-04
24.245          	airfoil	1.59592425e-05	2.05916410e-03	6.16023016e-04
24.25           	airfoil	9.04870229e-06	2.05906129e-03	6.23722075e-04
24.255          	airfoil	2.01792417e-05	2.05800731e-03	6.32442473e-04
24.26           	airfoil	1.66812127e-05	2.05928734e-03	6.26815706e-04
24.265          	airfoil	1.64068892e-05	2.05958214e-03	6.14399056e-04
24.27           	airfoil	2.09209218e-05	2.05936077e-03	6.10340890e-04
24.275          	airfoil	3.75644142e-06	2.05894529e-03	6.21877070e-04
24.28           	airfoil	1.38692920e-05	2.05898479e-03	6.26041180e-04
24.285          	airfoil	1.64455415e-05	2.05922759e-03	6.15306647e-04
24.29           	airfoil	8.70712772e-06	2.05890325e-03	6.23664662e-04
24.295          	airfoil	2.09500030e-05	2.06022698e-03	6.09041353e-04
24.3            	airfoil	1.54244462e-05	2.05762446e-03	6.29782847e-04
24.305          	airfoil	1.72702040e-05	2.05890579e-03	6.15216922e-04
24.31           	airfoil	6.10815365e-06	2.05880439e-03	6.22871915e-04
24.315          	airfoil	1.90173696e-05	2.05776568e-03	6.31506368e-04
24.32           	airfoil	1.52680453e-05	2.05902706e-03	6.25964898e-04
24.325          	airfoil	1.76830663e-05	2.05931755e-03	6.13580995e-04
24.33           	airfoil	1.99920095e-05	2.05909933e-03	6.09535901e-04
24.335          	airfoil	7.64028101e-06	2.05868982e-03	6.21023731e-04
24.34           	airfoil	1.21441545e-05	2.05872870e-03	6.25202739e-04
24.345          	airfoil	1.77184055e-05	2.05896794e-03	6.14492276e-04
24.35           	airfoil	5.59399918e-06	2.05864825e-03	6.22818786e-04
24.355          	airfoil	2.00222504e-05	2.05995272e-03	6.08225317e-04
24.36           	airfoil	1.38893724e-05	2.05738794e-03	6.28909190e-04
24.365          	airfoil	1.63888587e-05	2.05865061e-03	6.14400117e-04
24.37           	airfoil	2.66112938e-06	2.05855063e-03	6.22009113e-04
24.375          	airfoil	1.77848482e-05	2.05752697e-03	6.30596193e-04
24.38           	airfoil	1.37165582e-05	2.05876996e-03	6.25117055e-04
24.385          	airfoil	1.48913782e-05	2.05905621e-03	6.12760256e-04
24.39           	airfoil	1.90196200e-05	2.05884112e-03	6.08724436e-04
24.395          	airfoil	1.01222582e-05	2.05843750e-03	6.20181910e-04
24.4            	airfoil	9.10393070e-06	2.05847576e-03	6.24338900e-04
24.405          	airfoil	1.19465683e-05	2.05871150e-03	6.13672671e-04
24.41           	airfoil	3.61258840e-06	2.05839641e-03	6.21943913e-04
24.415          	airfoil	1.90512962e-05	2.05968188e-03	6.07405220e-04
24.42           	airfoil	1.21694357e-05	2.05715434e-03	6.28011186e-04
24.425          	airfoil	1.96179213e-05	2.05839861e-03	6.13594621e-04
24.43           	airfoil	7.16211001e-06	2.05830003e-03	6.21192727e-04
24.435          	airfoil	1.64657803e-05	2.05729123e-03	6.29676352e-04
24.44           	airfoil	1.09730634e-05	2.05851608e-03	6.24279568e-04
24.445          	airfoil	1.99794795e-05	2.05879814e-03	6.11955487e-04
24.45           	airfoil	1.79969378e-05	2.05858613e-03	6.07911571e-04
24.455          	airfoil	1.20983786e-05	2.05818834e-03	6.19392392e-04
24.46           	airfoil	7.63302910e-06	2.05822599e-03	6.23481093e-04
24.465          	airfoil	2.00098476e-05	2.05845827e-03	6.12873388e-04
24.47           	airfoil	7.56425862e-06	2.05814772e-03	6.21156380e-04
24.475          	airfoil	1.80301376e-05	2.05941444e-03	6.06583166e-04
24.48           	airfoil	1.01712227e-05	2.05692364e-03	6.27153271e-04
24.485          	airfoil	2.06858828e-05	2.05814976e-03	6.12793927e-04
24.49           	airfoil	9.76392856e-06	2.05805256e-03	6.20391307e-04
24.495          	airfoil	1.50373642e-05	2.05705841e-03	6.28745477e-04
24.5            	airfoil	9.93687126e-06	2.05826538e-03	6.23484071e-04
24.505          	airfoil	2.10277442e-05	2.05854331e-03	6.11146803e-04
24.51           	airfoil	1.69143548e-05	2.05833433e-03	6.07097841e-04
24.515          	airfoil	1.37879317e-05	2.05794228e-03	6.18610935e-04
24.52           	airfoil	3.73095178e-06	2.05797934e-03	6.22665718e-04
24.525          	airfoil	2.10561736e-05	2.05820822e-03	6.12062417e-04
24.53           	airfoil	1.00603207e-05	2.05790214e-03	6.20336289e-04
24.535          	airfoil	9.06731326e-06	2.05915038e-03	6.05728492e-04
24.54           	airfoil	7.68044905e-06	2.05669581e-03	6.26297090e-04
24.545          	airfoil	2.16974161e-05	2.05790403e-03	6.11947388e-04
24.55           	airfoil	1.17982302e-05	2.05780820e-03	6.19541137e-04
24.555          	airfoil	1.34648011e-05	2.05682850e-03	6.27811631e-04
24.56           	airfoil	7.36923727e-06	2.05801783e-03	6.22605976e-04
24.565          	airfoil	2.14627183e-05	2.05829170e-03	6.10251720e-04
24.57           	airfoil	1.57599746e-05	2.05808572e-03	6.06184530e-04
24.575          	airfoil	1.52862737e-05	2.05769934e-03	6.17718147e-04
24.58           	airfoil	5.49979461e-06	2.05773581e-03	6.21757813e-04
24.585          	airfoil	2.14429040e-05	2.05796135e-03	6.11105809e-04
24.59           	airfoil	1.20427564e-05	2.05765968e-03	6.19387989e-04
24.595          	airfoil	1.57974412e-05	2.05888971e-03	6.04686867e-04
24.6            	airfoil	3.83413160e-06	2.05647087e-03	6.25279576e-04
24.605          	airfoil	2.08526877e-05	2.05766145e-03	6.10888269e-04
24.61           	airfoil	1.35236392e-05	2.05756697e-03	6.18507739e-04
24.615          	airfoil	1.16900111e-05	2.05660153e-03	6.26747968e-04
24.62           	airfoil	3.16944164e-06	2.05777349e-03	6.21485564e-04
24.625          	airfoil	2.05557669e-05	2.05804335e-03	6.09148604e-04
24.63           	airfoil	1.45164902e-05	2.05784034e-03	6.05166077e-04
24.635          	airfoil	1.66451559e-05	2.05745955e-03	6.16460228e-04
24.64           	airfoil	8.61633110e-06	2.05749546e-03	6.20448149e-04
24.645          	airfoil	2.05350452e-05	2.05771769e-03	6.10192346e-04
24.65           	airfoil	1.37358298e-05	2.05742039e-03	6.18377052e-04
24.655          	airfoil	1.45569577e-05	2.05863247e-03	6.04078784e-04
24.66           	airfoil	5.42342763e-06	2.05624885e-03	6.24115053e-04
24.665          	airfoil	1.99192623e-05	2.05742206e-03	6.10214377e-04
24.67           	airfoil	1.50468292e-05	2.05732892e-03	6.17746404e-04
24.675          	airfoil	9.60144254e-06	2.05637754e-03	6.25792438e-04
24.68           	airfoil	5.83442678e-06	2.05753237e-03	6.20817524e-04
24.685          	airfoil	1.96088317e-05	2.05779829e-03	6.08660850e-04
24.69           	airfoil	1.31588209e-05	2.05759821e-03	6.04649500e-04
24.695          	airfoil	9.33179306e-06	2.05722295e-03	6.16035921e-04
24.7            	airfoil	1.08656537e-05	2.05725829e-03	6.20068347e-04
24.705          	airfoil	1.95870017e-05	2.05747728e-03	6.09602981e-04
24.71           	airfoil	1.52362166e-05	2.05718428e-03	6.17816669e-04
24.715          	airfoil	1.32032605e-05	2.05837869e-03	6.03423041e-04
24.72           	airfoil	8.56471572e-06	2.05602978e-03	6.23547953e-04
24.725          	airfoil	1.89418876e-05	2.05718587e-03	6.09555610e-04
24.73           	airfoil	1.64242007e-05	2.05709404e-03	6.17098718e-04
24.735          	airfoil	6.92052256e-06	2.05615651e-03	6.25141654e-04
24.74           	airfoil	8.82911634e-06	2.05729448e-03	6.20153966e-04
24.745          	airfoil	1.86158275e-05	2.05755652e-03	6.07957767e-04
24.75           	airfoil	1.16471290e-05	2.05735932e-03	6.03955762e-04
24.755          	airfoil	1.90612602e-05	2.05698950e-03	6.15365140e-04
24.76           	airfoil	1.27165894e-05	2.05702431e-03	6.19391389e-04
24.765          	airfoil	1.85927125e-05	2.05724010e-03	6.08888094e-04
24.77           	airfoil	1.65964141e-05	2.05695133e-03	6.17111271e-04
24.775          	airfoil	1.16971150e-05	2.05812833e-03	6.02694858e-04
24.78           	airfoil	1.08223260e-05	2.05581362e-03	6.22805032e-04
24.785          	airfoil	1.79133525e-05	2.05695284e-03	6.08823329e-04
24.79           	airfoil	1.30253645e-05	2.05686233e-03	6.16369906e-04
24.795          	airfoil	1.94247367e-06	2.05593845e-03	6.24373342e-04
24.8            	airfoil	1.10318787e-05	2.05705981e-03	6.19424425e-04
24.805          	airfoil	6.08138980e-06	2.05621027e-03	6.23855393e-04
24.81           	airfoil	1.19001068e-05	2.05832471e-03	6.01267351e-04
24.815          	airfoil	1.87647603e-05	2.05703279e-03	6.15130934e-04
24.82           	airfoil	1.02520272e-05	2.05798169e-03	6.02081098e-04
24.825          	airfoil	6.23428913e-06	2.05778439e-03	5.99715231e-04
24.83           	airfoil	9.51488044e-06	2.05653006e-03	6.05277767e-04
24.835          	airfoil	9.37912976e-06	2.05635011e-03	6.05412258e-04
24.84           	airfoil	1.40269273e-05	2.05518390e-03	6.22370758e-04
24.845          	airfoil	3.61941842e-06	2.05547395e-03	6.24732587e-04
24.85           	airfoil	1.02015810e-05	2.05793876e-03	6.01025480e-04
24.855          	airfoil	7.09075063e-06	2.05692584e-03	6.02394184e-04
24.86           	airfoil	2.03202598e-05	2.05644066e-03	6.14996692e-04
24.865          	airfoil	8.11747070e-06	2.05763617e-03	6.01579868e-04
24.87           	airfoil	9.24768546e-06	2.05656184e-03	6.04379406e-04
24.875          	airfoil	1.44605689e-05	2.05518397e-03	6.21805272e-04
24.88           	airfoil	1.42291098e-05	2.05638913e-03	6.19022942e-04
24.885          	airfoil	1.63248682e-05	2.05679289e-03	6.07038987e-04
24.89           	airfoil	7.94443777e-06	2.05668553e-03	6.02856431e-04
24.895          	airfoil	2.11894406e-05	2.05637275e-03	6.14086408e-04
24.9            	airfoil	1.58844258e-05	2.05643939e-03	6.17930485e-04
24.905          	airfoil	1.62505369e-05	2.05667069e-03	6.07295835e-04
24.91           	airfoil	8.09223753e-06	2.05656036e-03	6.03189467e-04
24.915          	airfoil	1.25913536e-05	2.05739836e-03	5.96343413e-04
24.92           	airfoil	2.14709584e-05	2.05607970e-03	6.14750800e-04
24.925          	airfoil	1.47069019e-05	2.05626508e-03	6.07466654e-04
24.93           	airfoil	1.43750970e-05	2.05512029e-03	6.21417226e-04
24.935          	airfoil	1.55464871e-05	2.05629252e-03	6.17985206e-04
24.94           	airfoil	1.49530927e-05	2.05651869e-03	6.17781686e-04
24.945          	airfoil	1.56847222e-05	2.05667459e-03	6.06374144e-04
24.95           	airfoil	5.92699820e-06	2.05650813e-03	6.02216322e-04
24.955          	airfoil	1.44463362e-05	2.05521994e-03	6.18403264e-04
24.96           	airfoil	1.77475016e-05	2.05631069e-03	6.16271776e-04
24.965          	airfoil	4.13484351e-06	2.05756460e-03	5.99421908e-04
24.97           	airfoil	1.80568454e-06	2.05641863e-03	6.01911842e-04
24.975          	airfoil	3.89163998e-06	2.05499973e-03	6.19456925e-04
24.98           	airfoil	1.12307320e-05	2.05515659e-03	6.22217584e-04
24.985          	airfoil	1.04815884e-05	2.05545034e-03	6.21328516e-04
24.99           	airfoil	3.83836036e-06	2.05766592e-03	5.97557553e-04
24.995          	airfoil	8.19288052e-06	2.05657408e-03	5.99368901e-04
25              	airfoil	2.07241357e-05	2.05604422e-03	6.12431418e-04
25.005          	airfoil	6.24815687e-06	2.05715100e-03	5.99298093e-04
25.01           	airfoil	3.63289203e-06	2.05608559e-03	6.02298292e-04
25.015          	airfoil	2.18849616e-05	2.05567585e-03	6.14628327e-04
25.02           	airfoil	1.45587259e-05	2.05582092e-03	6.17987454e-04
25.025          	airfoil	1.48294846e-05	2.05612399e-03	6.06802893e-04
25.03           	airfoil	3.34310071e-06	2.05605707e-03	6.02285721e-04
25.035          	airfoil	2.11334337e-05	2.05578802e-03	6.13094600e-04
25.04           	airfoil	1.83664855e-05	2.05588137e-03	6.16634209e-04
25.045          	airfoil	1.35911976e-05	2.05612449e-03	6.05810109e-04
25.05           	airfoil	4.06243087e-06	2.05602751e-03	6.01578903e-04
25.055          	airfoil	2.06037980e-05	2.05574408e-03	6.12575543e-04
25.06           	airfoil	1.89030349e-05	2.05582620e-03	6.16227469e-04
25.065          	airfoil	1.30034078e-05	2.05606076e-03	6.05461468e-04
25.07           	airfoil	1.78240439e-05	2.05488072e-03	6.18555978e-04
25.075          	airfoil	1.90459931e-05	2.05592699e-03	6.15390369e-04
25.08           	airfoil	1.84845413e-05	2.05608659e-03	6.15435888e-04
25.085          	airfoil	1.21133918e-05	2.05619901e-03	6.04239630e-04
25.09           	airfoil	7.67958007e-06	2.05601885e-03	6.00200021e-04
25.095          	airfoil	2.06670331e-05	2.05476436e-03	6.16523159e-04
25.1            	airfoil	1.08639915e-05	2.05685458e-03	5.97044161e-04
25.105          	airfoil	1.66246061e-05	2.05681938e-03	5.94103742e-04
25.11           	airfoil	1.12909169e-05	2.05560457e-03	6.00328920e-04
25.115          	airfoil	1.06014984e-05	2.05539920e-03	6.01030596e-04
25.12           	airfoil	2.03305429e-05	2.05428594e-03	6.18239453e-04
25.125          	airfoil	8.25187237e-06	2.05559594e-03	6.03741180e-04
25.13           	airfoil	1.09458150e-05	2.05571339e-03	5.99192169e-04
25.135          	airfoil	2.16836784e-05	2.05453998e-03	6.15803992e-04
25.14           	airfoil	1.21954193e-05	2.05665804e-03	5.96369236e-04
25.145          	airfoil	2.09321389e-05	2.05465492e-03	6.16262334e-04
25.15           	airfoil	1.05517580e-05	2.05659793e-03	5.97413023e-04
25.155          	airfoil	1.66821241e-05	2.05657065e-03	5.94245407e-04
25.16           	airfoil	1.18450556e-05	2.05539092e-03	6.00144624e-04
25.165          	airfoil	1.15314981e-05	2.05520257e-03	6.00642589e-04
25.17           	airfoil	1.24828483e-05	2.05519942e-03	5.99964133e-04
25.175          	airfoil	1.33243762e-05	2.05521271e-03	5.99285270e-04
