# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
0.1           	smoothSolver	3.005540e-03	1.971510e-04	6	1.561570e-02	1.005800e-03	6	false	GAMG	3.388650e-02	3.234090e-04	5	true
0.105         	smoothSolver	2.961620e-03	1.944970e-04	6	1.533240e-02	9.903050e-04	6	false	GAMG	3.230200e-02	3.035310e-04	5	true
0.11          	smoothSolver	2.920940e-03	1.920030e-04	6	1.509540e-02	9.799000e-04	6	false	GAMG	3.100170e-02	2.881960e-04	5	true
0.115         	smoothSolver	2.880740e-03	1.897250e-04	6	1.490550e-02	9.730200e-04	6	false	GAMG	2.964880e-02	2.783450e-04	5	true
0.12          	smoothSolver	2.840230e-03	1.874680e-04	6	1.474400e-02	9.672100e-04	6	false	GAMG	2.862440e-02	2.810450e-04	5	true
0.125         	smoothSolver	2.803120e-03	1.853840e-04	6	1.457440e-02	9.604590e-04	6	false	GAMG	2.782100e-02	1.761890e-04	6	true
0.13          	smoothSolver	2.775860e-03	1.833670e-04	6	1.442060e-02	9.534300e-04	6	false	GAMG	2.724500e-02	1.789460e-04	6	true
0.135         	smoothSolver	2.750750e-03	1.814890e-04	6	1.428290e-02	9.473090e-04	6	false	GAMG	2.694770e-02	1.820780e-04	6	true
0.14          	smoothSolver	2.727820e-03	1.796840e-04	6	1.413360e-02	9.419920e-04	6	false	GAMG	2.663890e-02	1.853320e-04	6	true
0.145         	smoothSolver	2.709460e-03	1.781100e-04	6	1.399800e-02	9.362920e-04	6	false	GAMG	2.645970e-02	1.889110e-04	6	true
0.15          	smoothSolver	2.693470e-03	1.767800e-04	6	1.386080e-02	9.312530e-04	6	false	GAMG	2.624790e-02	1.884770e-04	6	true
0.155         	smoothSolver	2.678430e-03	1.756530e-04	6	1.372300e-02	9.261630e-04	6	false	GAMG	2.617330e-02	1.902300e-04	6	true
0.16          	smoothSolver	2.668530e-03	1.746340e-04	6	1.362340e-02	9.210760e-04	6	false	GAMG	2.595340e-02	1.874350e-04	6	true
0.165         	smoothSolver	2.661770e-03	1.739620e-04	6	1.352780e-02	9.157960e-04	6	false	GAMG	2.555700e-02	1.842250e-04	6	true
0.17          	smoothSolver	2.658870e-03	1.735760e-04	6	1.344410e-02	9.103290e-04	6	false	GAMG	2.522770e-02	1.782360e-04	6	true
0.175         	smoothSolver	2.659560e-03	1.731940e-04	6	1.336950e-02	9.053060e-04	6	false	GAMG	2.482500e-02	1.746880e-04	6	true
0.18          	smoothSolver	2.656660e-03	1.729950e-04	6	1.330600e-02	8.994040e-04	6	false	GAMG	2.444410e-02	1.686280e-04	6	true
0.185         	smoothSolver	2.655960e-03	1.726710e-04	6	1.323810e-02	8.929030e-04	6	false	GAMG	2.408660e-02	1.615900e-04	6	true
0.19          	smoothSolver	2.655480e-03	1.722600e-04	6	1.314990e-02	8.856190e-04	6	false	GAMG	2.383140e-02	1.564380e-04	6	true
0.195         	smoothSolver	2.652750e-03	1.717670e-04	6	1.306330e-02	8.774650e-04	6	false	GAMG	2.375970e-02	1.556500e-04	6	true
0.2           	smoothSolver	2.647950e-03	1.711990e-04	6	1.297130e-02	8.680390e-04	6	false	GAMG	2.366530e-02	1.550600e-04	6	true
0.205         	smoothSolver	2.642180e-03	1.707140e-04	6	1.287360e-02	8.584070e-04	6	false	GAMG	2.363920e-02	1.523800e-04	6	true
0.21          	smoothSolver	2.635930e-03	1.703020e-04	6	1.276770e-02	8.482430e-04	6	false	GAMG	2.364530e-02	1.505000e-04	6	true
0.215         	smoothSolver	2.629400e-03	1.698180e-04	6	1.267650e-02	8.380580e-04	6	false	GAMG	2.370220e-02	1.488440e-04	6	true
0.22          	smoothSolver	2.625520e-03	1.693140e-04	6	1.257910e-02	8.288470e-04	6	false	GAMG	2.388940e-02	1.479720e-04	6	true
0.225         	smoothSolver	2.620000e-03	1.687620e-04	6	1.250120e-02	8.212120e-04	6	false	GAMG	2.415580e-02	1.479090e-04	6	true
0.23          	smoothSolver	2.615730e-03	1.682300e-04	6	1.242060e-02	8.150520e-04	6	false	GAMG	2.419960e-02	1.476850e-04	6	true
0.235         	smoothSolver	2.613150e-03	1.677600e-04	6	1.232350e-02	8.091090e-04	6	false	GAMG	2.434390e-02	1.507240e-04	6	true
0.24          	smoothSolver	2.607740e-03	1.673520e-04	6	1.223090e-02	8.022280e-04	6	false	GAMG	2.429570e-02	1.560420e-04	6	true
0.245         	smoothSolver	2.600930e-03	1.666100e-04	6	1.213530e-02	7.945760e-04	6	false	GAMG	2.410230e-02	1.583620e-04	6	true
0.25          	smoothSolver	2.591050e-03	1.658740e-04	6	1.201760e-02	7.875010e-04	6	false	GAMG	2.398640e-02	1.550380e-04	6	true
0.255         	smoothSolver	2.577600e-03	1.652490e-04	6	1.191120e-02	7.808620e-04	6	false	GAMG	2.399340e-02	1.611730e-04	6	true
0.26          	smoothSolver	2.565370e-03	1.648360e-04	6	1.181480e-02	7.751530e-04	6	false	GAMG	2.392470e-02	1.532720e-04	6	true
0.265         	smoothSolver	2.558620e-03	1.644830e-04	6	1.172000e-02	7.692420e-04	6	false	GAMG	2.364940e-02	1.481350e-04	6	true
0.27          	smoothSolver	2.549020e-03	1.641860e-04	6	1.163390e-02	7.628060e-04	6	false	GAMG	2.362880e-02	1.442640e-04	6	true
0.275         	smoothSolver	2.538860e-03	1.639300e-04	6	1.155150e-02	7.553720e-04	6	false	GAMG	2.340520e-02	1.405150e-04	6	true
0.28          	smoothSolver	2.527300e-03	1.636190e-04	6	1.144820e-02	7.465940e-04	6	false	GAMG	2.319420e-02	1.359750e-04	6	true
0.285         	smoothSolver	2.513710e-03	1.630710e-04	6	1.135530e-02	7.384600e-04	6	false	GAMG	2.288060e-02	1.321920e-04	6	true
0.29          	smoothSolver	2.499270e-03	1.624230e-04	6	1.125620e-02	7.302420e-04	6	false	GAMG	2.264870e-02	1.284310e-04	6	true
0.295         	smoothSolver	2.483190e-03	1.614960e-04	6	1.113350e-02	7.220170e-04	6	false	GAMG	2.238220e-02	1.249510e-04	6	true
0.3           	smoothSolver	2.465590e-03	1.603420e-04	6	1.101770e-02	7.136810e-04	6	false	GAMG	2.200970e-02	1.217180e-04	6	true
0.305         	smoothSolver	2.446470e-03	1.591050e-04	6	1.089520e-02	7.053720e-04	6	false	GAMG	2.164960e-02	1.184760e-04	6	true
0.31          	smoothSolver	2.427510e-03	1.577500e-04	6	1.075930e-02	6.970910e-04	6	false	GAMG	2.125530e-02	1.164360e-04	6	true
0.315         	smoothSolver	2.409390e-03	1.563690e-04	6	1.063440e-02	6.888550e-04	6	false	GAMG	2.081460e-02	1.137640e-04	6	true
0.32          	smoothSolver	2.388870e-03	1.548920e-04	6	1.051120e-02	6.800730e-04	6	false	GAMG	2.034830e-02	1.114400e-04	6	true
0.325         	smoothSolver	2.365210e-03	1.533510e-04	6	1.038230e-02	6.711050e-04	6	false	GAMG	1.996300e-02	1.088470e-04	6	true
0.33          	smoothSolver	2.342470e-03	1.517170e-04	6	1.025850e-02	6.631430e-04	6	false	GAMG	1.966820e-02	1.062760e-04	6	true
0.335         	smoothSolver	2.317850e-03	1.500260e-04	6	1.012280e-02	6.550660e-04	6	false	GAMG	1.937270e-02	1.048640e-04	6	true
0.34          	smoothSolver	2.293110e-03	1.482130e-04	6	9.990850e-03	6.474130e-04	6	false	GAMG	1.905530e-02	1.033430e-04	6	true
0.345         	smoothSolver	2.267880e-03	1.463450e-04	6	9.851290e-03	6.394520e-04	6	false	GAMG	1.870510e-02	1.018180e-04	6	true
0.35          	smoothSolver	2.242850e-03	1.443930e-04	6	9.706540e-03	6.309010e-04	6	false	GAMG	1.838840e-02	1.837780e-04	5	true
0.355         	smoothSolver	2.218530e-03	1.423810e-04	6	9.563840e-03	6.222020e-04	6	false	GAMG	1.808210e-02	1.785710e-04	5	true
0.36          	smoothSolver	2.193650e-03	1.403660e-04	6	9.421460e-03	6.134780e-04	6	false	GAMG	1.780470e-02	1.726620e-04	5	true
0.365         	smoothSolver	2.168750e-03	1.383900e-04	6	9.272870e-03	6.047380e-04	6	false	GAMG	1.751370e-02	1.663250e-04	5	true
0.37          	smoothSolver	2.142530e-03	1.365380e-04	6	9.132690e-03	5.963260e-04	6	false	GAMG	1.721570e-02	1.603220e-04	5	true
0.375         	smoothSolver	2.115480e-03	1.347520e-04	6	8.995370e-03	5.884230e-04	6	false	GAMG	1.693300e-02	1.559390e-04	5	true
0.38          	smoothSolver	2.088070e-03	1.329870e-04	6	8.858020e-03	5.802130e-04	6	false	GAMG	1.667780e-02	1.539280e-04	5	true
0.385         	smoothSolver	2.060800e-03	1.312490e-04	6	8.728480e-03	5.719130e-04	6	false	GAMG	1.644690e-02	1.528630e-04	5	true
0.39          	smoothSolver	2.034060e-03	1.295550e-04	6	8.604150e-03	5.637140e-04	6	false	GAMG	1.617170e-02	1.520060e-04	5	true
0.395         	smoothSolver	2.007810e-03	1.280000e-04	6	8.472520e-03	5.564270e-04	6	false	GAMG	1.594240e-02	1.518080e-04	5	true
0.4           	smoothSolver	1.981770e-03	1.264910e-04	6	8.348360e-03	5.489270e-04	6	false	GAMG	1.574460e-02	1.522580e-04	5	true
0.405         	smoothSolver	1.955790e-03	1.248990e-04	6	8.227350e-03	5.413780e-04	6	false	GAMG	1.561150e-02	1.532450e-04	5	true
0.41          	smoothSolver	1.928690e-03	1.233870e-04	6	8.105470e-03	5.341030e-04	6	false	GAMG	1.542010e-02	1.528620e-04	5	true
0.415         	smoothSolver	1.901480e-03	1.218730e-04	6	7.983950e-03	5.267060e-04	6	false	GAMG	1.529980e-02	1.523050e-04	5	true
0.42          	smoothSolver	1.874450e-03	1.203460e-04	6	7.858620e-03	5.190430e-04	6	false	GAMG	1.518900e-02	1.513390e-04	5	true
0.425         	smoothSolver	1.847780e-03	1.188940e-04	6	7.738210e-03	5.113900e-04	6	false	GAMG	1.513530e-02	1.479730e-04	5	true
0.43          	smoothSolver	1.821730e-03	1.175360e-04	6	7.619720e-03	5.041750e-04	6	false	GAMG	1.504480e-02	1.431810e-04	5	true
0.435         	smoothSolver	1.794600e-03	1.163150e-04	6	7.508080e-03	4.970160e-04	6	false	GAMG	1.491610e-02	1.375420e-04	5	true
0.44          	smoothSolver	1.767210e-03	1.151030e-04	6	7.391210e-03	4.904960e-04	6	false	GAMG	1.469260e-02	1.325850e-04	5	true
0.445         	smoothSolver	1.742060e-03	1.139310e-04	6	7.281720e-03	4.839070e-04	6	false	GAMG	1.445120e-02	1.279860e-04	5	true
0.45          	smoothSolver	1.716930e-03	1.127420e-04	6	7.174180e-03	4.773600e-04	6	false	GAMG	1.416860e-02	1.242760e-04	5	true
0.455         	smoothSolver	1.692430e-03	1.115730e-04	6	7.071380e-03	4.705590e-04	6	false	GAMG	1.390210e-02	1.212970e-04	5	true
0.46          	smoothSolver	1.669720e-03	1.104400e-04	6	6.959800e-03	4.642980e-04	6	false	GAMG	1.364850e-02	1.190610e-04	5	true
0.465         	smoothSolver	1.648080e-03	1.093480e-04	6	6.853420e-03	4.579420e-04	6	false	GAMG	1.337750e-02	1.169670e-04	5	true
0.47          	smoothSolver	1.627830e-03	1.083120e-04	6	6.743010e-03	4.517830e-04	6	false	GAMG	1.313060e-02	1.152090e-04	5	true
0.475         	smoothSolver	1.609000e-03	1.073230e-04	6	6.641050e-03	4.456580e-04	6	false	GAMG	1.287470e-02	1.139580e-04	5	true
0.48          	smoothSolver	1.591890e-03	1.063280e-04	6	6.540900e-03	4.399610e-04	6	false	GAMG	1.264280e-02	1.126960e-04	5	true
0.485         	smoothSolver	1.575700e-03	1.053350e-04	6	6.445530e-03	4.345300e-04	6	false	GAMG	1.244760e-02	1.112560e-04	5	true
0.49          	smoothSolver	1.560390e-03	1.043590e-04	6	6.351840e-03	4.295320e-04	6	false	GAMG	1.229030e-02	1.099020e-04	5	true
0.495         	smoothSolver	1.545650e-03	1.033770e-04	6	6.272070e-03	4.249110e-04	6	false	GAMG	1.218370e-02	1.087440e-04	5	true
0.5           	smoothSolver	1.531300e-03	1.023870e-04	6	6.192760e-03	4.207710e-04	6	false	GAMG	1.211620e-02	1.084030e-04	5	true
0.505         	smoothSolver	1.517760e-03	1.014220e-04	6	6.122600e-03	4.167780e-04	6	false	GAMG	1.206060e-02	1.083090e-04	5	true
0.51          	smoothSolver	1.504460e-03	1.004350e-04	6	6.056780e-03	4.127160e-04	6	false	GAMG	1.203460e-02	1.084060e-04	5	true
0.515         	smoothSolver	1.490960e-03	9.944970e-05	6	5.991350e-03	4.085230e-04	6	false	GAMG	1.205440e-02	1.089500e-04	5	true
0.52          	smoothSolver	1.477430e-03	9.846260e-05	6	5.931320e-03	4.042620e-04	6	false	GAMG	1.205080e-02	1.096930e-04	5	true
0.525         	smoothSolver	1.463990e-03	9.745500e-05	6	5.871130e-03	3.999900e-04	6	false	GAMG	1.203650e-02	1.105870e-04	5	true
0.53          	smoothSolver	1.450150e-03	9.646400e-05	6	5.813550e-03	3.957900e-04	6	false	GAMG	1.202770e-02	1.114920e-04	5	true
0.535         	smoothSolver	1.436600e-03	9.547780e-05	6	5.758060e-03	3.914940e-04	6	false	GAMG	1.201170e-02	1.125220e-04	5	true
0.54          	smoothSolver	1.423280e-03	9.450880e-05	6	5.703460e-03	3.874820e-04	6	false	GAMG	1.200620e-02	1.143040e-04	5	true
0.545         	smoothSolver	1.410050e-03	9.354720e-05	6	5.653440e-03	3.836010e-04	6	false	GAMG	1.200430e-02	1.163470e-04	5	true
0.55          	smoothSolver	1.396960e-03	9.261890e-05	6	5.606250e-03	3.799040e-04	6	false	GAMG	1.200560e-02	1.182220e-04	5	true
0.555         	smoothSolver	1.383410e-03	9.169900e-05	6	5.559600e-03	3.765790e-04	6	false	GAMG	1.203330e-02	1.197540e-04	5	true
0.56          	smoothSolver	1.369650e-03	9.076730e-05	6	5.514850e-03	3.730740e-04	6	false	GAMG	1.206140e-02	1.203880e-04	5	true
0.565         	smoothSolver	1.356020e-03	8.984940e-05	6	5.468510e-03	3.694690e-04	6	false	GAMG	1.207300e-02	1.204250e-04	5	true
0.57          	smoothSolver	1.342680e-03	8.891120e-05	6	5.423350e-03	3.659160e-04	6	false	GAMG	1.212210e-02	1.201700e-04	5	true
0.575         	smoothSolver	1.329300e-03	8.795490e-05	6	5.378460e-03	3.626740e-04	6	false	GAMG	1.216450e-02	1.191370e-04	5	true
0.58          	smoothSolver	1.315910e-03	8.700610e-05	6	5.334650e-03	3.594220e-04	6	false	GAMG	1.221510e-02	1.180500e-04	5	true
0.585         	smoothSolver	1.302650e-03	8.606000e-05	6	5.293790e-03	3.562490e-04	6	false	GAMG	1.228170e-02	1.169520e-04	5	true
0.59          	smoothSolver	1.289220e-03	8.514640e-05	6	5.254170e-03	3.530530e-04	6	false	GAMG	1.233420e-02	1.160770e-04	5	true
0.595         	smoothSolver	1.275830e-03	8.427880e-05	6	5.215980e-03	3.499470e-04	6	false	GAMG	1.237390e-02	1.157870e-04	5	true
0.6           	smoothSolver	1.262760e-03	8.343020e-05	6	5.178400e-03	3.467540e-04	6	false	GAMG	1.246470e-02	1.156570e-04	5	true
0.605         	smoothSolver	1.249900e-03	8.258900e-05	6	5.142110e-03	3.435810e-04	6	false	GAMG	1.252460e-02	1.152480e-04	5	true
0.61          	smoothSolver	1.237140e-03	8.176310e-05	6	5.107240e-03	3.405510e-04	6	false	GAMG	1.258270e-02	1.153460e-04	5	true
0.615         	smoothSolver	1.224540e-03	8.094900e-05	6	5.076980e-03	3.377360e-04	6	false	GAMG	1.266880e-02	1.156990e-04	5	true
0.62          	smoothSolver	1.212050e-03	8.014110e-05	6	5.045680e-03	3.352040e-04	6	false	GAMG	1.273390e-02	1.161230e-04	5	true
0.625         	smoothSolver	1.199990e-03	7.935050e-05	6	5.016590e-03	3.329430e-04	6	false	GAMG	1.269410e-02	1.159070e-04	5	true
0.63          	smoothSolver	1.187990e-03	7.856880e-05	6	4.988100e-03	3.308250e-04	6	false	GAMG	1.265540e-02	1.157020e-04	5	true
0.635         	smoothSolver	1.175900e-03	7.779590e-05	6	4.958860e-03	3.287170e-04	6	false	GAMG	1.259650e-02	1.149220e-04	5	true
0.64          	smoothSolver	1.164080e-03	7.704600e-05	6	4.931490e-03	3.264620e-04	6	false	GAMG	1.255040e-02	1.142270e-04	5	true
0.645         	smoothSolver	1.152590e-03	7.633830e-05	6	4.896790e-03	3.242180e-04	6	false	GAMG	1.247660e-02	1.130560e-04	5	true
0.65          	smoothSolver	1.141020e-03	7.566040e-05	6	4.867420e-03	3.218640e-04	6	false	GAMG	1.241140e-02	1.115290e-04	5	true
0.655         	smoothSolver	1.130250e-03	7.499130e-05	6	4.832700e-03	3.194740e-04	6	false	GAMG	1.238710e-02	1.096180e-04	5	true
0.66          	smoothSolver	1.119500e-03	7.433890e-05	6	4.799800e-03	3.169180e-04	6	false	GAMG	1.236060e-02	1.077460e-04	5	true
0.665         	smoothSolver	1.108810e-03	7.370030e-05	6	4.762320e-03	3.141350e-04	6	false	GAMG	1.232000e-02	1.063810e-04	5	true
0.67          	smoothSolver	1.098220e-03	7.306550e-05	6	4.724210e-03	3.112130e-04	6	false	GAMG	1.226520e-02	1.048710e-04	5	true
0.675         	smoothSolver	1.087860e-03	7.244410e-05	6	4.683470e-03	3.082430e-04	6	false	GAMG	1.220970e-02	1.034820e-04	5	true
0.68          	smoothSolver	1.077230e-03	7.181110e-05	6	4.641320e-03	3.051830e-04	6	false	GAMG	1.214070e-02	1.017660e-04	5	true
0.685         	smoothSolver	1.066350e-03	7.117250e-05	6	4.600050e-03	3.019410e-04	6	false	GAMG	1.207320e-02	9.978970e-05	5	true
0.69          	smoothSolver	1.056160e-03	7.057450e-05	6	4.553360e-03	2.987220e-04	6	false	GAMG	1.199870e-02	9.868880e-05	5	true
0.695         	smoothSolver	1.045450e-03	6.996010e-05	6	4.507130e-03	2.954720e-04	6	false	GAMG	1.192760e-02	9.755080e-05	5	true
0.7           	smoothSolver	1.035430e-03	6.935130e-05	6	4.456780e-03	2.920220e-04	6	false	GAMG	1.183300e-02	9.730960e-05	5	true
0.705         	smoothSolver	1.025020e-03	6.875710e-05	6	4.407080e-03	2.886780e-04	6	false	GAMG	1.175540e-02	9.712180e-05	5	true
0.71          	smoothSolver	1.015940e-03	6.817150e-05	6	4.354450e-03	2.850240e-04	6	false	GAMG	1.167020e-02	9.708380e-05	5	true
0.715         	smoothSolver	1.006730e-03	6.762290e-05	6	4.298830e-03	2.812610e-04	6	false	GAMG	1.154480e-02	9.696650e-05	5	true
0.72          	smoothSolver	9.982150e-04	6.709740e-05	6	4.241370e-03	2.772800e-04	6	false	GAMG	1.143290e-02	9.648860e-05	5	true
0.725         	smoothSolver	9.896520e-04	6.660010e-05	6	4.180880e-03	2.733510e-04	6	false	GAMG	1.129450e-02	9.644610e-05	5	true
0.73          	smoothSolver	9.815810e-04	6.612860e-05	6	4.122710e-03	2.692750e-04	6	false	GAMG	1.112880e-02	9.589710e-05	5	true
0.735         	smoothSolver	9.743280e-04	6.568640e-05	6	4.058860e-03	2.650400e-04	6	false	GAMG	1.095520e-02	9.550130e-05	5	true
0.74          	smoothSolver	9.672890e-04	6.529530e-05	6	3.993820e-03	2.602930e-04	6	false	GAMG	1.077400e-02	9.538480e-05	5	true
0.745         	smoothSolver	9.616970e-04	6.493670e-05	6	3.928650e-03	2.556910e-04	6	false	GAMG	1.062040e-02	9.489220e-05	5	true
0.75          	smoothSolver	9.554270e-04	6.463210e-05	6	3.860390e-03	2.508460e-04	6	false	GAMG	1.049060e-02	9.530890e-05	5	true
0.755         	smoothSolver	9.500200e-04	6.438320e-05	6	3.792410e-03	2.460870e-04	6	false	GAMG	1.039010e-02	9.531880e-05	5	true
0.76          	smoothSolver	9.456340e-04	6.414730e-05	6	3.720960e-03	2.412020e-04	6	false	GAMG	1.028770e-02	9.556580e-05	5	true
0.765         	smoothSolver	9.409280e-04	6.391230e-05	6	3.651770e-03	2.360830e-04	6	false	GAMG	1.016290e-02	9.568210e-05	5	true
0.77          	smoothSolver	9.358150e-04	6.365750e-05	6	3.576280e-03	2.308750e-04	6	false	GAMG	1.005360e-02	9.616440e-05	5	true
0.775         	smoothSolver	9.303490e-04	6.339570e-05	6	3.502020e-03	2.254850e-04	6	false	GAMG	9.934120e-03	9.678270e-05	5	true
0.78          	smoothSolver	9.251240e-04	6.308730e-05	6	3.425320e-03	2.199920e-04	6	false	GAMG	9.839120e-03	9.695780e-05	5	true
0.785         	smoothSolver	9.203970e-04	6.275870e-05	6	3.347440e-03	2.145130e-04	6	false	GAMG	9.768660e-03	5.614010e-05	6	true
0.79          	smoothSolver	9.153310e-04	6.239560e-05	6	3.272230e-03	2.088910e-04	6	false	GAMG	9.670280e-03	5.609820e-05	6	true
0.795         	smoothSolver	9.097510e-04	6.200920e-05	6	3.192160e-03	2.033180e-04	6	false	GAMG	9.537900e-03	5.549460e-05	6	true
0.8           	smoothSolver	9.046850e-04	6.156520e-05	6	3.113220e-03	1.979590e-04	6	false	GAMG	9.460250e-03	5.561060e-05	6	true
0.805         	smoothSolver	8.993960e-04	6.111080e-05	6	3.034580e-03	1.925210e-04	6	false	GAMG	9.397850e-03	5.524940e-05	6	true
0.81          	smoothSolver	8.932850e-04	6.064850e-05	6	2.957990e-03	1.870340e-04	6	false	GAMG	9.342640e-03	5.484240e-05	6	true
0.815         	smoothSolver	8.869130e-04	6.014180e-05	6	2.880020e-03	1.815850e-04	6	false	GAMG	9.302990e-03	5.470430e-05	6	true
0.82          	smoothSolver	8.798790e-04	5.961390e-05	6	2.804730e-03	1.761920e-04	6	false	GAMG	9.199360e-03	5.417140e-05	6	true
0.825         	smoothSolver	8.724930e-04	5.905480e-05	6	2.727010e-03	1.707200e-04	6	false	GAMG	9.126910e-03	5.452240e-05	6	true
0.83          	smoothSolver	8.652370e-04	5.849230e-05	6	2.651940e-03	1.651750e-04	6	false	GAMG	9.054690e-03	5.450750e-05	6	true
0.835         	smoothSolver	8.577900e-04	5.791130e-05	6	2.575900e-03	2.575670e-04	5	false	GAMG	8.995820e-03	5.459490e-05	6	true
0.84          	smoothSolver	8.491810e-04	5.723780e-05	6	2.530530e-03	2.523350e-04	5	false	GAMG	8.934870e-03	5.301810e-05	6	true
0.845         	smoothSolver	8.409990e-04	5.657550e-05	6	2.465420e-03	2.447860e-04	5	false	GAMG	8.865010e-03	5.258600e-05	6	true
0.85          	smoothSolver	8.325620e-04	5.590940e-05	6	2.396130e-03	2.374630e-04	5	false	GAMG	8.794150e-03	5.202000e-05	6	true
0.855         	smoothSolver	8.238110e-04	5.521940e-05	6	2.329520e-03	2.306420e-04	5	false	GAMG	8.713960e-03	5.135220e-05	6	true
0.86          	smoothSolver	8.148710e-04	5.451890e-05	6	2.263520e-03	2.244710e-04	5	false	GAMG	8.635420e-03	5.074400e-05	6	true
0.865         	smoothSolver	8.058300e-04	5.379420e-05	6	2.199660e-03	2.185540e-04	5	false	GAMG	8.552990e-03	5.023230e-05	6	true
0.87          	smoothSolver	7.962240e-04	5.305290e-05	6	2.139750e-03	2.130360e-04	5	false	GAMG	8.480430e-03	4.979280e-05	6	true
0.875         	smoothSolver	7.865390e-04	5.229710e-05	6	2.080520e-03	2.079730e-04	5	false	GAMG	8.406990e-03	4.949560e-05	6	true
0.88          	smoothSolver	7.763350e-04	5.153660e-05	6	2.025750e-03	1.263580e-04	6	false	GAMG	8.360840e-03	4.909030e-05	6	true
0.885         	smoothSolver	7.667660e-04	5.078890e-05	6	1.947300e-03	1.218240e-04	6	false	GAMG	8.295260e-03	4.916330e-05	6	true
0.89          	smoothSolver	7.564680e-04	5.000560e-05	6	1.890010e-03	1.187810e-04	6	false	GAMG	8.250640e-03	4.912690e-05	6	true
0.895         	smoothSolver	7.456120e-04	4.918990e-05	6	1.840250e-03	1.157450e-04	6	false	GAMG	8.223030e-03	4.894500e-05	6	true
0.9           	smoothSolver	7.343910e-04	4.835300e-05	6	1.793240e-03	1.128180e-04	6	false	GAMG	8.191700e-03	4.884040e-05	6	true
0.905         	smoothSolver	7.229950e-04	4.749570e-05	6	1.749560e-03	1.099800e-04	6	false	GAMG	8.144420e-03	4.864210e-05	6	true
0.91          	smoothSolver	7.114350e-04	4.662060e-05	6	1.709580e-03	1.070480e-04	6	false	GAMG	8.055620e-03	4.806960e-05	6	true
0.915         	smoothSolver	6.996980e-04	4.575590e-05	6	1.673770e-03	1.042930e-04	6	false	GAMG	7.942580e-03	4.745600e-05	6	true
0.92          	smoothSolver	6.877070e-04	4.488750e-05	6	1.639600e-03	1.638110e-04	5	false	GAMG	7.817880e-03	4.963910e-05	6	true
